,hh_id,migrations,wealth,num_shocked,wtp,wta,found_work,tick
0,1,0,0.0,0,1705.9849442312498,20000.0,0,19
0,2,0,0.0,1,0.0,20000.0,0,19
0,3,0,165195.44328776174,2,1861.472310130333,20000.0,0,19
0,4,0,0.0,1,0.0,20000.0,0,19
0,5,0,0.0,1,1726.8317465337325,20000.0,0,19
0,6,0,0.0,2,1734.4074473087787,20000.0,0,19
0,7,0,0.0,2,0.0,20000.0,0,19
0,8,0,0.0,0,1825.2087256672412,20000.0,0,19
0,9,0,0.0,0,1679.2783397430906,20000.0,0,19
0,10,0,0.0,2,0.0,20000.0,0,19
0,11,0,0.0,2,1620.8519431224067,20000.0,0,19
0,12,0,0.0,2,1814.090936721205,20000.0,0,19
0,13,0,0.0,1,0.0,20000.0,0,19
0,14,0,10770.028020799502,2,0.0,20000.0,0,19
0,15,0,0.0,2,0.0,20000.0,0,19
0,16,0,0.0,0,1754.2862340986896,20000.0,0,19
0,17,0,0.0,1,0.0,20000.0,0,19
0,18,0,0.0,2,0.0,20000.0,0,19
0,19,0,0.0,1,0.0,20000.0,0,19
0,20,0,0.0,1,1730.8432784815477,20000.0,0,19
0,21,0,0.0,1,1865.1517783469392,20000.0,0,19
0,22,0,0.0,2,0.0,20000.0,0,19
0,23,0,0.0,1,0.0,20000.0,0,19
0,24,0,0.0,0,1571.9371767896023,20000.0,0,19
0,25,0,0.0,0,1814.418438199983,20000.0,0,19
0,26,0,0.0,2,0.0,20000.0,0,19
0,27,0,0.0,0,1774.7713649996413,20000.0,0,19
0,28,0,0.0,1,1642.8105878808778,20000.0,0,19
0,29,0,0.0,1,1584.1519599188982,20000.0,0,19
0,30,0,0.0,0,1681.508549123416,20000.0,0,19
0,31,0,0.0,1,0.0,20000.0,0,19
0,32,0,0.0,1,0.0,20000.0,0,19
0,33,0,0.0,1,0.0,20000.0,0,19
0,34,0,0.0,1,1789.0229761717528,20000.0,0,19
0,35,0,0.0,1,0.0,20000.0,0,19
0,36,0,0.0,2,0.0,20000.0,0,19
0,37,0,0.0,2,1705.5305737351428,20000.0,0,19
0,38,0,0.0,1,1877.4572447224498,20000.0,0,19
0,39,0,0.0,0,1720.3509211496855,20000.0,0,19
0,40,0,401021.1556772652,0,1905.6460222313988,20000.0,0,19
0,41,0,0.0,0,1712.7056304921468,20000.0,0,19
0,42,0,0.0,2,0.0,20000.0,0,19
0,43,0,0.0,1,1733.0426776340414,20000.0,0,19
0,44,0,0.0,2,0.0,20000.0,0,19
0,45,0,0.0,0,1865.9038247350793,20000.0,0,19
0,46,0,0.0,2,0.0,20000.0,0,19
0,47,0,0.0,2,1838.826107374901,20000.0,0,19
0,48,0,0.0,2,1838.3206065507156,20000.0,0,19
0,49,0,0.0,2,1776.2792244702823,20000.0,0,19
0,50,0,0.0,2,0.0,20000.0,0,19
0,51,0,0.0,0,1653.668940325185,20000.0,0,19
0,52,0,0.0,0,1587.393834570895,20000.0,0,19
0,53,0,0.0,1,1820.0366872128334,20000.0,0,19
0,54,0,0.0,2,1811.1301136595646,20000.0,0,19
0,55,0,0.0,2,1592.607552157454,20000.0,0,19
0,56,0,0.0,0,1734.9366296671528,20000.0,0,19
0,57,0,0.0,1,0.0,20000.0,0,19
0,58,0,0.0,2,0.0,20000.0,0,19
0,59,0,0.0,1,1755.1721190286557,20000.0,0,19
0,60,0,0.0,0,1873.2896759871965,20000.0,0,19
0,61,0,0.0,3,0.0,20000.0,0,19
0,62,0,0.0,1,0.0,20000.0,0,19
0,63,0,0.0,2,1774.4862981224612,20000.0,0,19
0,64,0,0.0,0,1677.0861887103506,20000.0,0,19
0,65,0,0.0,2,1863.171428155347,20000.0,0,19
0,66,0,0.0,1,1803.1889436068702,20000.0,0,19
0,67,0,0.0,1,1759.9419813779143,20000.0,0,19
0,68,0,0.0,3,1810.8868054666484,20000.0,0,19
0,69,0,0.0,2,1116.0564488250523,20000.0,0,19
0,70,0,0.0,1,1637.5753925332026,20000.0,0,19
0,71,0,0.0,0,1797.3278277572322,20000.0,0,19
0,72,0,2581542.121184609,0,1838.2794331793436,20000.0,0,19
0,73,0,0.0,2,0.0,20000.0,0,19
0,74,0,0.0,1,1715.9735928665893,20000.0,0,19
0,75,0,0.0,1,1464.8699121913587,20000.0,0,19
0,76,0,0.0,1,1791.6607141946881,20000.0,0,19
0,77,0,0.0,1,1671.4567052215768,20000.0,0,19
0,78,0,0.0,1,1774.3053892176101,20000.0,0,19
0,79,0,0.0,1,1859.1662207667407,20000.0,0,19
0,80,0,0.0,1,0.0,20000.0,0,19
0,81,0,0.0,0,1785.7357107677103,20000.0,0,19
0,82,0,0.0,0,1739.6462377871633,20000.0,0,19
0,83,0,0.0,2,1520.5337239873581,20000.0,0,19
0,84,0,0.0,0,1681.2882255322086,20000.0,0,19
