,hh_id,migrations,wealth,num_shocked,wtp,wta,found_work,tick
0,1,0,0.0,0,1887.32220842454,20000.0,0,19
0,2,0,694990.1688467449,0,1822.6941168649341,20000.0,0,19
0,3,0,0.0,0,1849.9130789688231,20000.0,0,19
0,4,0,0.0,0,1703.7235611248116,20000.0,0,19
0,5,0,0.0,0,1871.2840668772058,20000.0,0,19
0,6,0,0.0,0,1659.5780228651076,20000.0,0,19
0,7,0,167975.577217339,0,1785.8339163811504,20000.0,0,19
0,8,0,56327.32365149403,0,1666.5286100632409,20000.0,0,19
0,9,0,624421.3695055185,0,1747.4279989389436,20000.0,0,19
0,10,0,0.0,0,1828.936465671412,20000.0,0,19
0,11,0,46466.729747519195,0,1818.9775929930559,20000.0,0,19
0,12,0,230860.38360450568,0,1805.3242760841329,20000.0,0,19
0,13,0,586031.5961880195,0,1676.2542694091128,20000.0,0,19
0,14,0,310364.4858165793,0,1807.1228260275002,20000.0,0,19
0,15,0,0.0,0,1845.2953376462679,20000.0,0,19
0,16,0,0.0,0,1849.7414944631767,20000.0,0,19
0,17,0,0.0,1,1815.927523557725,20000.0,0,19
0,18,0,0.0,0,1661.0014967893455,20000.0,0,19
0,19,0,0.0,1,0.0,20000.0,0,19
0,20,0,0.0,0,1685.7227748710527,20000.0,0,19
0,21,0,0.0,0,1839.0664454936632,20000.0,0,19
0,22,0,0.0,0,1793.3376331078662,20000.0,0,19
0,23,0,0.0,0,1716.457947860199,20000.0,0,19
0,24,0,2951.4367535019755,0,1591.2710639876395,20000.0,0,19
0,25,0,0.0,0,1830.7008955780773,20000.0,0,19
0,26,0,0.0,0,1746.2042291233104,20000.0,0,19
0,27,0,0.0,0,1741.0410750492927,20000.0,0,19
0,28,0,0.0,0,1753.5663576590966,20000.0,0,19
0,29,0,0.0,0,1702.9074959439592,20000.0,0,19
0,30,0,31505.49756815313,0,1843.1530478728894,20000.0,0,19
0,31,0,125542.49284701975,1,1601.9642667910575,20000.0,0,19
0,32,0,0.0,0,1578.9357847953781,20000.0,0,19
0,33,0,145048.7627841729,0,1680.955707355988,20000.0,0,19
0,34,0,0.0,1,1777.3451029459577,20000.0,0,19
0,35,0,0.0,0,1779.3673986230278,20000.0,0,19
0,36,0,166614.41187758476,0,1656.7359722468468,20000.0,0,19
0,37,0,0.0,0,1720.9558159481094,20000.0,0,19
0,38,0,0.0,0,1768.489368422559,20000.0,0,19
0,39,0,0.0,0,1673.5828799880187,20000.0,0,19
0,40,0,0.0,0,1782.659178272815,20000.0,0,19
0,41,0,904133.6886412342,0,1836.8497113820138,20000.0,0,19
0,42,0,0.0,0,1748.3279192467728,20000.0,0,19
0,43,0,0.0,1,0.0,20000.0,0,19
0,44,0,0.0,0,1783.1738280534582,20000.0,0,19
0,45,0,0.0,0,1789.2885204724691,20000.0,0,19
0,46,0,264194.72265403066,0,1863.7068829959778,20000.0,0,19
0,47,0,0.0,0,1626.179749429832,20000.0,0,19
0,48,0,0.0,0,1830.247764563602,20000.0,0,19
0,49,0,0.0,0,1747.5316174828006,20000.0,0,19
0,50,0,0.0,0,1726.1229151546172,20000.0,0,19
0,51,0,0.0,1,0.0,20000.0,0,19
0,52,0,0.0,0,1727.5564248306089,20000.0,0,19
0,53,0,0.0,0,1815.9641322597383,20000.0,0,19
0,54,0,0.0,0,1795.6814588952363,20000.0,0,19
0,55,0,0.0,0,1641.0879383245795,20000.0,0,19
0,56,0,0.0,0,1705.9174012528886,20000.0,0,19
0,57,0,0.0,0,1739.5858912028893,20000.0,0,19
0,58,0,180720.17160607077,0,1701.7645817383734,20000.0,0,19
0,59,0,0.0,1,1841.208038892837,20000.0,0,19
0,60,0,363894.72791573027,0,1677.2399266652274,20000.0,0,19
0,61,0,76016.7702774431,0,1871.625642317831,20000.0,0,19
0,62,0,0.0,1,1772.9524477480002,20000.0,0,19
0,63,0,0.0,0,1814.7082571736455,20000.0,0,19
0,64,0,282132.1043338734,0,1782.5648251938999,20000.0,0,19
0,65,0,0.0,0,1695.7397647985406,20000.0,0,19
0,66,0,0.0,0,1678.9068233309906,20000.0,0,19
0,67,0,0.0,0,1668.0057249757394,20000.0,0,19
0,68,0,0.0,1,1635.6039939267719,20000.0,0,19
0,69,0,328678.44914500136,0,1744.8156122441824,20000.0,0,19
0,70,0,0.0,0,1731.3236629513058,20000.0,0,19
0,71,0,0.0,0,1788.8195391370525,20000.0,0,19
0,72,0,227836.54627928374,0,1796.5004583840664,20000.0,0,19
0,73,0,191872.90610952597,0,1785.096194800242,20000.0,0,19
0,74,0,0.0,0,1739.5812366942494,20000.0,0,19
0,75,0,0.0,0,1772.9500224921283,20000.0,0,19
0,76,0,309153.73733184586,0,1770.198262698222,20000.0,0,19
0,77,0,0.0,0,1871.7902644502717,20000.0,0,19
0,78,0,0.0,0,1637.4856829242137,20000.0,0,19
0,79,0,81300.4319274485,0,1738.8902297586294,20000.0,0,19
0,80,0,0.0,0,1685.8319271223163,20000.0,0,19
0,81,0,864958.2242205002,0,1798.5817219522148,20000.0,0,19
0,82,0,0.0,0,1703.1853443542127,20000.0,0,19
0,83,0,0.0,0,1739.844295677269,20000.0,0,19
0,84,0,0.0,0,1635.3905737191435,20000.0,0,19
0,85,0,82662.03532908356,0,1757.604929315258,20000.0,0,19
0,86,0,0.0,0,1744.6854893600334,20000.0,0,19
0,87,0,523465.43054101215,0,1801.1149341896046,20000.0,0,19
0,88,0,594763.5248863392,1,1703.583849090348,20000.0,0,19
0,89,0,0.0,0,1788.8326466121375,20000.0,0,19
0,90,0,0.0,0,1705.843537594032,20000.0,0,19
0,91,0,0.0,1,1797.211357925125,20000.0,0,19
0,92,0,0.0,0,1675.7173833168151,20000.0,0,19
0,93,0,0.0,0,1631.6363272504736,20000.0,0,19
0,94,0,616723.4812482528,0,1819.9067419076812,20000.0,0,19
0,95,0,659071.8509292295,0,1755.8341291096012,20000.0,0,19
0,96,0,483046.86899686774,0,1752.4667871221052,20000.0,0,19
0,97,0,0.0,0,1701.0864551127534,20000.0,0,19
0,98,0,301245.6392555025,0,1849.9193147646558,20000.0,0,19
0,99,0,0.0,0,1841.9821711787608,20000.0,0,19
0,100,0,595807.9973561277,0,1827.6651260824049,20000.0,0,19
0,1,0,0.0,0,1815.7307667942428,20000.0,0,19
0,2,0,0.0,1,1742.7442461375438,20000.0,0,19
0,3,0,169948.37306989476,1,1779.9868175395632,20000.0,0,19
0,4,0,0.0,0,1727.512407390377,20000.0,0,19
0,5,0,314742.70041276445,1,1631.3981976882917,20000.0,0,19
0,6,0,0.0,0,1588.389374218871,20000.0,0,19
0,7,0,463593.31630898267,0,1674.6941615859273,20000.0,0,19
0,8,0,0.0,0,1819.6953840793908,20000.0,0,19
0,9,0,0.0,1,1836.5408905492154,20000.0,0,19
0,10,0,0.0,0,1823.1389087225737,20000.0,0,19
0,11,0,1027118.87817883,0,1747.8929807312045,20000.0,0,19
0,12,0,660596.127497559,0,1754.2046530260716,20000.0,0,19
0,13,0,0.0,1,1729.2720916927913,20000.0,0,19
0,14,0,826599.1465858193,0,1712.3698081701739,20000.0,0,19
0,15,0,300435.8967263975,0,1702.8395840714027,20000.0,0,19
0,16,0,0.0,0,1873.0129887315877,20000.0,0,19
0,17,0,190838.52537543894,0,1686.1622629643955,20000.0,0,19
0,18,0,0.0,0,1829.441369877574,20000.0,0,19
0,19,0,0.0,0,1808.6640462449998,20000.0,0,19
0,20,0,492674.3958301489,0,1840.7543749336082,20000.0,0,19
0,21,0,0.0,1,1744.8830464886125,20000.0,0,19
0,22,0,0.0,0,1695.581355778557,20000.0,0,19
0,23,0,219653.96583221224,0,1714.8967658363613,20000.0,0,19
0,24,0,0.0,0,1639.5396295976186,20000.0,0,19
0,25,0,432602.31425745174,1,1727.1718806748327,20000.0,0,19
0,26,0,0.0,0,1748.8810710587559,20000.0,0,19
0,27,0,0.0,0,1727.2322512070582,20000.0,0,19
0,28,0,0.0,1,1784.8223485162364,20000.0,0,19
0,29,0,0.0,0,1710.2572468607386,20000.0,0,19
0,30,0,525926.1514755752,0,1740.3977487685893,20000.0,0,19
0,31,0,0.0,1,1769.385669983368,20000.0,0,19
0,32,0,969.4861164305894,1,1672.437417359706,20000.0,0,19
0,33,0,86414.3187021921,1,1853.202548024387,20000.0,0,19
0,34,0,0.0,0,1652.280257686627,20000.0,0,19
0,35,0,0.0,0,1703.4910296592802,20000.0,0,19
0,36,0,0.0,0,1833.084514250205,20000.0,0,19
0,37,0,466423.36000256357,0,1757.4193999773493,20000.0,0,19
0,38,0,4435.333130049983,1,1790.9944442024405,20000.0,0,19
0,39,0,0.0,1,1794.788895353525,20000.0,0,19
0,40,0,0.0,0,1653.723193425927,20000.0,0,19
0,41,0,0.0,0,1686.6154825812275,20000.0,0,19
0,42,0,513416.0763363715,0,1818.057892647572,20000.0,0,19
0,43,0,117045.34084363004,0,1843.2873590137037,20000.0,0,19
0,44,0,0.0,0,1682.8050160364564,20000.0,0,19
0,45,0,0.0,1,1687.6921881034311,20000.0,0,19
0,46,0,1552956.0593778589,0,1768.4332280776914,20000.0,0,19
0,47,0,0.0,0,1866.0716197689826,20000.0,0,19
0,48,0,0.0,0,1842.1814829477814,20000.0,0,19
0,49,0,0.0,0,1816.3345714959516,20000.0,0,19
0,50,0,0.0,0,1720.7625074040932,20000.0,0,19
0,51,0,0.0,1,1573.5287756645146,20000.0,0,19
0,52,0,0.0,0,1666.2004598506871,20000.0,0,19
0,53,0,75.2793275955737,1,1818.6706449843866,20000.0,0,19
0,54,0,424992.5648774155,1,1685.6004279374358,20000.0,0,19
0,55,0,152964.69056497788,0,1865.3781842924564,20000.0,0,19
0,56,0,140642.9273490853,0,1719.8794896393774,20000.0,0,19
0,57,0,0.0,1,1749.02955882406,20000.0,0,19
0,58,0,767155.6476235014,0,1778.7344049682038,20000.0,0,19
0,59,0,1173143.7166999434,0,1734.6515040916124,20000.0,0,19
0,60,0,0.0,0,1722.1557000049986,20000.0,0,19
0,61,0,0.0,0,1646.1972241545773,20000.0,0,19
0,62,0,505424.1265435732,2,1808.1479104791704,20000.0,0,19
0,63,0,0.0,0,1845.8293308136103,20000.0,0,19
0,64,0,458839.86350438994,0,1794.9384264950352,20000.0,0,19
0,65,0,0.0,0,1814.0236330300215,20000.0,0,19
0,66,0,191644.52152557974,1,1806.529682779209,20000.0,0,19
0,67,0,0.0,0,1754.376035936075,20000.0,0,19
0,68,0,0.0,0,1824.2298692720988,20000.0,0,19
0,69,0,0.0,0,1793.4864513775253,20000.0,0,19
0,70,0,0.0,0,1865.049770761625,20000.0,0,19
0,71,0,33744.09499660332,0,1852.1186557524488,20000.0,0,19
0,72,0,129868.88710767735,0,1814.3292115099164,20000.0,0,19
0,73,0,0.0,1,1634.3801102022308,20000.0,0,19
0,74,0,0.0,0,1736.0755585436475,20000.0,0,19
0,75,0,0.0,1,1531.0287109762546,20000.0,0,19
0,76,0,0.0,1,1650.520603222771,20000.0,0,19
0,77,0,0.0,0,1648.0528562688776,20000.0,0,19
0,78,0,0.0,0,1819.0764165635735,20000.0,0,19
0,79,0,214247.33575191253,0,1805.897516987516,20000.0,0,19
0,80,0,662857.3624663185,0,1752.1390731583099,20000.0,0,19
0,81,0,0.0,0,1765.4669922305131,20000.0,0,19
0,82,0,0.0,0,1830.522151492301,20000.0,0,19
0,83,0,0.0,2,1673.084793676603,20000.0,0,19
0,84,0,3297.163436597966,0,1815.9300835784197,20000.0,0,19
0,85,0,50853.63989053108,0,1793.1687087160242,20000.0,0,19
0,86,0,0.0,1,1854.1793274878198,20000.0,0,19
0,87,0,604802.2486048192,1,1740.8905771576403,20000.0,0,19
0,88,0,0.0,1,1734.3713268207505,20000.0,0,19
0,89,0,0.0,0,1595.8223652076572,20000.0,0,19
0,90,0,0.0,0,1673.4604760574484,20000.0,0,19
0,91,0,0.0,0,1811.0816179877188,20000.0,0,19
0,92,0,0.0,0,1743.957655899065,20000.0,0,19
0,93,0,0.0,0,1692.8427419802404,20000.0,0,19
0,94,0,0.0,0,1709.599150425038,20000.0,0,19
0,95,0,284257.9414877343,0,1801.475373475787,20000.0,0,19
0,96,0,0.0,0,1786.0691608609454,20000.0,0,19
0,97,0,2038149.8704078777,0,1872.6318255434464,20000.0,0,19
0,98,0,0.0,0,1727.138658451656,20000.0,0,19
0,99,0,23504.111323239576,0,1748.2781643168041,20000.0,0,19
0,100,0,263262.74381648196,0,1865.637943009721,20000.0,0,19
0,1,0,0.0,0,1852.7413222495782,20000.0,0,19
0,2,0,1773642.2087248368,0,1844.8201367747145,20000.0,0,19
0,3,0,1285124.8636140083,0,1719.2097311301975,20000.0,0,19
0,4,0,0.0,0,1697.7539113535013,20000.0,0,19
0,5,0,13149.015174012522,1,1802.1278058778012,20000.0,0,19
0,6,0,0.0,0,1770.4560618144365,20000.0,0,19
0,7,0,0.0,0,1703.799662116407,20000.0,0,19
0,8,0,0.0,0,1756.0053112606954,20000.0,0,19
0,9,0,0.0,1,1825.2208716757614,20000.0,0,19
0,10,0,353686.55868042534,0,1692.4743386718837,20000.0,0,19
0,11,0,344031.718998106,0,1865.9107879590395,20000.0,0,19
0,12,0,948969.4284880207,0,1886.9857728300292,20000.0,0,19
0,13,0,0.0,1,1675.5816419615317,20000.0,0,19
0,14,0,0.0,0,1634.4842211710388,20000.0,0,19
0,15,0,897755.5412648435,0,1847.8018503668263,20000.0,0,19
0,16,0,0.0,1,1661.6504865134093,20000.0,0,19
