,hh_id,migrations,wealth,num_shocked,wtp,wta,found_work,tick,ag_fac,mig_util,mig_threshold,comm_scale
0,1,0,23035467.66533601,0,18532.33885881461,16423.189631452613,4452,19,10000,50000,1000000,0
0,2,0,0.0,0,17876.297771217498,8889.037844124947,4452,19,10000,50000,1000000,0
0,3,0,0.0,0,19160.51467257864,3226.6162193707128,4452,19,10000,50000,1000000,0
0,4,0,0.0,0,17047.16156564469,13751.43573024953,4452,19,10000,50000,1000000,0
0,5,0,0.0,0,16962.06404623412,14242.651709688185,4452,19,10000,50000,1000000,0
0,6,0,0.0,0,17474.150278748646,3700.6119832752615,4452,19,10000,50000,1000000,0
0,7,0,0.0,0,17187.17274072357,12846.788580445762,4452,19,10000,50000,1000000,0
0,8,0,0.0,0,17354.89795546554,11994.212513656641,4452,19,10000,50000,1000000,0
0,9,0,0.0,0,18635.497837346353,17552.375398605054,4452,19,10000,50000,1000000,0
0,10,0,0.0,0,17435.747198390785,3963.164664622012,4452,19,10000,50000,1000000,0
0,11,0,0.0,0,17895.1080832063,10364.140768228053,4452,19,10000,50000,1000000,0
0,12,0,0.0,0,16291.725750706188,2466.5861969088755,4452,19,10000,50000,1000000,0
0,13,0,0.0,0,17432.88835908355,594.9613287319378,4452,19,10000,50000,1000000,0
0,14,0,0.0,0,17651.368895297728,10335.353137564665,4452,19,10000,50000,1000000,0
0,15,0,0.0,0,17089.089183145446,9688.683046624992,4452,19,10000,50000,1000000,0
0,16,0,0.0,0,18004.348303976294,9332.707075299957,4452,19,10000,50000,1000000,0
0,17,0,0.0,0,15351.749080624026,7108.695433982475,4452,19,10000,50000,1000000,0
0,18,0,0.0,0,17798.70226674599,19542.91259536826,4452,19,10000,50000,1000000,0
0,19,0,0.0,0,14200.156290465511,15207.415053402012,4452,19,10000,50000,1000000,0
0,20,0,0.0,0,17803.909752967265,10825.723815971227,4452,19,10000,50000,1000000,0
0,21,0,0.0,0,18139.146468157738,6552.189655458964,4452,19,10000,50000,1000000,0
0,22,0,0.0,0,14102.380320350954,11238.418669607989,4452,19,10000,50000,1000000,0
0,23,0,0.0,0,17007.12395217665,2477.8346977615674,4452,19,10000,50000,1000000,0
0,24,0,0.0,0,16399.72521321708,14130.215354923135,4452,19,10000,50000,1000000,0
0,25,0,0.0,0,10596.231711643646,19687.071448613926,4452,19,10000,50000,1000000,0
0,26,0,0.0,0,17941.995099097396,19284.051698513213,4452,19,10000,50000,1000000,0
0,27,0,0.0,0,18406.27710449886,14391.55390626625,4452,19,10000,50000,1000000,0
0,28,0,0.0,0,16685.669398657534,5173.4004196461765,4452,19,10000,50000,1000000,0
0,29,0,0.0,0,16061.284874352523,19974.194567519706,4452,19,10000,50000,1000000,0
0,30,0,0.0,0,15236.811337618456,11188.834914642204,4452,19,10000,50000,1000000,0
0,31,0,0.0,0,18319.637947659317,7078.066262073615,4452,19,10000,50000,1000000,0
0,32,0,0.0,0,18130.52066483713,18671.115775072736,4452,19,10000,50000,1000000,0
0,33,0,0.0,0,16476.46012533043,3347.626635417995,4452,19,10000,50000,1000000,0
0,34,0,15131783.17660914,0,18868.693764722535,14258.267576865836,4452,19,10000,50000,1000000,0
0,35,0,0.0,0,17179.143612040698,18821.097527176553,4452,19,10000,50000,1000000,0
0,36,0,0.0,0,17366.14697589702,16923.07647198871,4452,19,10000,50000,1000000,0
0,37,0,0.0,0,17023.59014540317,9110.274993675475,4452,19,10000,50000,1000000,0
0,38,0,0.0,0,17840.557323147856,3018.751869729175,4452,19,10000,50000,1000000,0
0,39,0,0.0,0,16737.387238226736,17929.93319838561,4452,19,10000,50000,1000000,0
0,40,0,0.0,0,17688.69850920964,14127.584948402498,4452,19,10000,50000,1000000,0
0,41,0,0.0,0,18263.742850851526,14999.804478279479,4452,19,10000,50000,1000000,0
0,42,0,0.0,0,15688.630895415456,809.459566945252,4452,19,10000,50000,1000000,0
0,43,0,0.0,0,16069.383504980122,15796.642816441648,4452,19,10000,50000,1000000,0
0,44,0,0.0,0,16952.995207733915,13788.420764335782,4452,19,10000,50000,1000000,0
0,45,0,0.0,0,17243.281798614833,3918.0893809241948,4452,19,10000,50000,1000000,0
0,46,0,0.0,0,18334.105284849913,12810.290870321305,4452,19,10000,50000,1000000,0
0,47,0,0.0,0,17215.97827184975,14139.658888400332,4452,19,10000,50000,1000000,0
0,48,0,0.0,0,17766.43498061484,19581.744707335492,4452,19,10000,50000,1000000,0
0,49,0,0.0,0,18139.684652723117,16130.088059120813,4452,19,10000,50000,1000000,0
0,50,0,0.0,0,18707.356444415393,11176.528136602616,4452,19,10000,50000,1000000,0
0,51,0,0.0,0,16668.344349787454,2154.2288678580057,4452,19,10000,50000,1000000,0
0,52,0,0.0,0,18222.673725083314,14897.802316591062,4452,19,10000,50000,1000000,0
0,53,0,0.0,0,18405.58221149531,13307.828910295068,4452,19,10000,50000,1000000,0
0,54,0,0.0,0,18664.59573482832,9132.265767242736,4452,19,10000,50000,1000000,0
0,55,0,0.0,0,16729.87942216485,19874.06880447283,4452,19,10000,50000,1000000,0
0,56,0,0.0,0,17276.99127611499,18456.224580762177,4452,19,10000,50000,1000000,0
0,57,0,0.0,0,16925.480585770696,14288.145020530144,4452,19,10000,50000,1000000,0
0,58,0,0.0,0,16788.62560583446,3734.132199515201,4452,19,10000,50000,1000000,0
0,59,0,18826533.050553985,0,18415.7591070277,17360.457041515514,4452,19,10000,50000,1000000,0
0,60,0,0.0,0,16238.598972910499,19451.20692389287,4452,19,10000,50000,1000000,0
0,61,0,0.0,0,16937.636586548735,8643.478836305256,4452,19,10000,50000,1000000,0
0,62,0,0.0,0,17296.6847842835,749.013722003038,4452,19,10000,50000,1000000,0
0,63,0,0.0,0,16399.183664904584,15416.18504680337,4452,19,10000,50000,1000000,0
0,64,0,0.0,0,15165.73026849741,10892.385521160977,4452,19,10000,50000,1000000,0
0,65,0,0.0,0,17832.100612555198,12286.326140878227,4452,19,10000,50000,1000000,0
0,66,0,0.0,0,17485.960080620498,16172.993241957663,4452,19,10000,50000,1000000,0
0,67,0,0.0,0,17005.676486429755,15388.20924403374,4452,19,10000,50000,1000000,0
0,68,0,0.0,0,17010.131476801052,15719.712458199074,4452,19,10000,50000,1000000,0
0,69,0,22484417.710093647,0,18131.76679438412,6877.4804101462705,4452,19,10000,50000,1000000,0
0,70,0,13883248.106465247,0,18850.90574722098,6607.722392642295,4452,19,10000,50000,1000000,0
0,71,0,39596086.41885874,0,18964.45776067504,8141.39673613008,4452,19,10000,50000,1000000,0
0,72,0,0.0,0,18016.278815722482,19009.883460319987,4452,19,10000,50000,1000000,0
0,73,0,0.0,0,16360.206537241722,13520.820020848896,4452,19,10000,50000,1000000,0
0,74,0,0.0,0,18167.709972520224,6740.744599912001,4452,19,10000,50000,1000000,0
0,75,0,0.0,0,17257.497698310995,6084.528861041103,4452,19,10000,50000,1000000,0
0,76,0,513286.5984730327,0,18135.588204742864,10886.762367492442,4452,19,10000,50000,1000000,0
0,77,0,0.0,0,16713.898121804123,1080.116557773807,4452,19,10000,50000,1000000,0
0,78,0,0.0,0,17089.011186497177,8677.31281944653,4452,19,10000,50000,1000000,0
0,79,0,0.0,0,18830.133869033907,13176.96571343913,4452,19,10000,50000,1000000,0
0,80,0,0.0,0,18157.789513965687,1099.0542461381447,4452,19,10000,50000,1000000,0
0,81,0,0.0,0,18112.650246153837,17116.181955115182,4452,19,10000,50000,1000000,0
0,82,0,42099.48296361219,0,17907.06733003922,15908.443661012689,4452,19,10000,50000,1000000,0
0,83,0,0.0,0,17455.388261955453,16128.942565352207,4452,19,10000,50000,1000000,0
0,84,0,27858.970240553797,0,16735.018815104697,18154.61189000891,4452,19,10000,50000,1000000,0
