,hh_id,migrations,wealth,num_shocked,wtp,wta,found_work,tick,ag_fac,mig_util,mig_threshold,comm_scale
0,1,0,2288443.9090612433,0,18018.673246586393,20000.0,0,19,10000,10000,10000000,0
0,2,0,143720.7985338049,0,17053.57254712578,20000.0,0,19,10000,10000,10000000,0
0,3,0,1188402.6758988826,0,17548.062640223656,20000.0,0,19,10000,10000,10000000,0
0,4,0,1640499.8564254418,0,18875.43661877563,20000.0,0,19,10000,10000,10000000,0
0,5,0,1622496.8575399371,0,18141.02934066844,20000.0,0,19,10000,10000,10000000,0
0,6,0,1418464.8727265315,0,18699.59091588822,20000.0,0,19,10000,10000,10000000,0
0,7,0,318934.57900434826,0,15705.702609193657,20000.0,0,19,10000,10000,10000000,0
0,8,0,1754556.0437297553,0,17157.985500476345,20000.0,0,19,10000,10000,10000000,0
0,9,0,85730.6580110694,0,16727.1409156932,20000.0,0,19,10000,10000,10000000,0
0,10,0,36989764.92249152,0,18398.7337552333,20000.0,0,19,10000,10000,10000000,0
0,11,0,754326.1549989384,0,16916.365954981306,20000.0,0,19,10000,10000,10000000,0
0,12,0,0.0,0,15167.017338350372,20000.0,0,19,10000,10000,10000000,0
0,13,0,1256784.577123533,0,17106.922020311504,20000.0,0,19,10000,10000,10000000,0
0,14,0,982273.534599558,0,17227.68532247737,20000.0,0,19,10000,10000,10000000,0
0,15,0,941144.283739392,0,18381.26046638711,20000.0,0,19,10000,10000,10000000,0
0,16,0,2641.7593004822993,0,17893.615308615164,20000.0,0,19,10000,10000,10000000,0
0,17,0,1865914.118964323,0,17240.16601290518,20000.0,0,19,10000,10000,10000000,0
0,18,0,1972061.3036425062,0,17632.61852617198,20000.0,0,19,10000,10000,10000000,0
0,19,0,3069873.9914706205,0,17576.978522831316,20000.0,0,19,10000,10000,10000000,0
0,20,0,284278.1014272502,0,15774.005212391281,20000.0,0,19,10000,10000,10000000,0
0,21,0,1311507.263896403,0,18467.662937405592,20000.0,0,19,10000,10000,10000000,0
0,22,0,376369.7567154992,0,17865.357374775776,20000.0,0,19,10000,10000,10000000,0
0,23,0,2517181.8477901397,0,17547.788939886956,20000.0,0,19,10000,10000,10000000,0
0,24,0,540310.9051295774,0,17170.45834152525,20000.0,0,19,10000,10000,10000000,0
0,25,0,3550358.105859155,0,17710.878551755766,20000.0,0,19,10000,10000,10000000,0
0,26,0,1029818.6132628747,0,17350.725654607126,20000.0,0,19,10000,10000,10000000,0
