,hh_id,migrations,wealth,num_shocked,wtp,wta,found_work,tick
0,1,0,9487458.895920321,0,17077.92880971758,20000.0,0,19
0,2,0,5904226.545358721,0,16381.906450236296,20000.0,0,19
0,3,0,20057233.19161084,0,17470.940085397757,20000.0,0,19
0,4,0,1344083.8399738458,0,15795.949008433585,20000.0,0,19
0,5,0,23793291.9907227,0,17459.72747918312,20000.0,0,19
0,6,0,17582908.534586646,0,17081.487359699182,20000.0,0,19
0,7,0,12587490.395097857,0,17669.075831198465,20000.0,0,19
0,8,0,7859919.075016085,0,16698.73451319317,20000.0,0,19
0,9,0,16263799.455616046,0,16611.94962300206,20000.0,0,19
0,10,0,5984508.077634437,0,16976.503768503935,20000.0,0,19
0,11,0,6213656.827099821,0,17314.48327002062,20000.0,0,19
0,12,0,8887575.929294838,0,18063.7187506046,20000.0,0,19
0,13,0,25190662.26505354,0,17249.919434518404,20000.0,0,19
0,14,0,12013952.233754937,0,16956.325564990497,20000.0,0,19
0,15,0,19788911.497254025,0,18002.34910393091,20000.0,0,19
0,16,0,29382399.635608207,0,18485.292777858143,20000.0,0,19
0,17,0,10049805.584707802,0,17734.017353033403,20000.0,0,19
0,18,0,15801136.438572885,0,17043.16434404843,20000.0,0,19
0,19,0,19805742.9139108,0,17726.82409944143,20000.0,0,19
0,20,0,38699.04982791582,0,17049.143866112994,20000.0,0,19
0,21,0,1171735.505342901,0,16525.512815675953,20000.0,0,19
0,22,0,1353762.0002311543,0,17896.94182412895,20000.0,0,19
0,23,0,3229211.4735833304,0,15815.134308078064,20000.0,0,19
0,24,0,24903230.726006236,0,18900.13368419116,20000.0,0,19
0,25,0,19213059.00216417,0,16932.94860420245,20000.0,0,19
0,26,0,10016446.442100745,0,16822.26160221887,20000.0,0,19
0,27,0,14993338.591178589,0,17757.14474161967,20000.0,0,19
0,28,0,0.0,0,15388.761405615109,20000.0,0,19
0,29,0,18174607.038823567,0,18313.49162501518,20000.0,0,19
0,30,0,14840525.60189858,0,16672.93942231909,20000.0,0,19
0,31,0,28678208.967000388,0,16439.473404453893,20000.0,0,19
0,32,0,6597154.799090322,0,16995.668388549308,20000.0,0,19
0,33,0,13683212.81081063,0,16929.775011464662,20000.0,0,19
0,34,0,20378134.814491544,0,18375.709462924446,20000.0,0,19
0,35,0,9639497.519314663,0,18644.206959515388,20000.0,0,19
0,36,0,14355190.272493694,0,17668.05452357368,20000.0,0,19
0,37,0,40153778.660688214,0,16937.80956276902,20000.0,0,19
0,38,0,10339579.192067351,0,16365.704064283756,20000.0,0,19
0,39,0,14897569.74456041,0,17823.610475582056,20000.0,0,19
0,40,0,13382095.688922351,0,17246.1446365525,20000.0,0,19
0,41,0,14006019.270241015,0,18434.868375377406,20000.0,0,19
0,42,0,1610226.1892627962,0,17248.943365225994,20000.0,0,19
0,43,0,269938.17504578707,0,16604.455728238867,20000.0,0,19
0,44,0,16804355.55182013,0,17458.501268880114,20000.0,0,19
0,45,0,19473937.937364914,0,17952.71777667651,20000.0,0,19
0,46,0,18955287.808438662,0,17226.86931295074,20000.0,0,19
0,47,0,9938348.868923739,0,16424.524239420698,20000.0,0,19
0,48,0,5130959.381149557,0,18218.75933528751,20000.0,0,19
0,49,0,19294174.609079752,0,17888.74448195884,20000.0,0,19
0,50,0,29386970.02501137,0,17383.057390351154,20000.0,0,19
0,51,0,19592240.685990784,0,17110.16815698502,20000.0,0,19
0,52,0,9774778.720716365,0,17320.464167461218,20000.0,0,19
0,53,0,11565429.126748784,0,18159.545376426166,20000.0,0,19
0,54,0,8175856.45331947,0,16178.202403533684,20000.0,0,19
0,55,0,5869422.041412142,0,17753.41454337869,20000.0,0,19
0,56,0,18454892.51786509,0,18576.620094433187,20000.0,0,19
0,57,0,11547714.600266797,0,17938.671094103724,20000.0,0,19
0,58,0,24442672.879757144,0,17426.597373565008,20000.0,0,19
0,59,0,6291137.704082526,0,17994.34473552837,20000.0,0,19
0,60,0,15208250.929115646,0,18628.07052932751,20000.0,0,19
0,61,0,23508552.715887535,0,17963.73708645838,20000.0,0,19
0,62,0,12831675.793545904,0,17990.35852248442,20000.0,0,19
0,63,0,8387130.74530669,0,18369.260322253416,20000.0,0,19
0,64,0,15592529.35075947,0,18021.505868981727,20000.0,0,19
0,65,0,15608883.668663995,0,17149.3800483471,20000.0,0,19
0,66,0,6658682.623436922,0,16254.667922235327,20000.0,0,19
0,67,0,0.0,0,14205.715334283672,20000.0,0,19
0,68,0,30322652.900769413,0,18355.219560692487,20000.0,0,19
0,69,0,11320884.489249576,0,17796.18062297091,20000.0,0,19
0,70,0,11992704.543346604,0,17117.04532702378,20000.0,0,19
0,71,0,10153360.193757093,0,18173.67829809357,20000.0,0,19
0,72,0,1477862.9381073113,0,16836.350660612457,20000.0,0,19
0,73,0,10919851.481917866,0,17062.947340546103,20000.0,0,19
0,74,0,18892960.454887994,0,17196.937830049286,20000.0,0,19
0,75,0,21908826.37520522,0,18610.28789265835,20000.0,0,19
0,76,0,11697746.99890529,0,17197.134684777735,20000.0,0,19
0,77,0,5602845.221009059,0,16071.2293195027,20000.0,0,19
0,78,0,5980614.853513962,0,18174.15421314462,20000.0,0,19
0,79,0,9124598.739981474,0,17804.767201698127,20000.0,0,19
0,80,0,13602518.315418279,0,17961.08244249196,20000.0,0,19
0,81,0,11928232.200531967,0,18579.52292728907,20000.0,0,19
0,82,0,19930150.472779274,0,17059.76061189301,20000.0,0,19
0,83,0,28269274.535850435,0,17239.645186811504,20000.0,0,19
