,hh_id,migrations,num_shocked,tick,wealth
0,28,2,6,17,1380.597757733169
0,29,3,3,17,4384.121742253066
0,30,3,6,17,11924.97805055989
0,31,3,8,17,5857.518670351047
0,32,3,7,17,6870.820717075916
0,33,0,6,17,2923.270579396656
0,34,3,8,17,6945.999616313871
0,35,3,5,17,16566.30261578691
0,36,0,5,17,2974.7372640551257
0,37,1,1,17,143198.77722152672
0,38,3,5,17,4224.579588958178
0,39,2,6,17,3939.886316803385
0,40,2,7,17,3137.0750941853894
0,41,1,4,17,3510.302732237662
0,42,8,9,17,19943.522483330195
0,43,2,5,17,11371.729613303458
0,44,4,4,17,28570.10983446369
0,45,5,7,17,7700.380790634878
0,46,3,5,17,12667.296829821724
0,47,2,3,17,17171.075858103683
0,48,1,5,17,1747.157938008099
0,49,1,4,17,1582.1642882112733
0,50,1,6,17,22975.957883825155
0,51,0,7,17,260.4381303476676
0,52,2,7,17,4105.418846875325
0,53,2,4,17,31435.03926410301
0,54,5,7,17,7563.69828717666
0,55,1,4,17,1864.4420092241387
0,56,2,3,17,18327.111021061555
0,57,2,4,17,7449.05759793965
0,58,3,4,17,6159.904993613163
0,59,1,6,17,4887.725207471973
0,60,0,5,17,11943.979267820441
0,61,1,6,17,0.0
0,62,3,4,17,36408.69788914604
0,63,4,5,17,11203.336318204458
0,64,4,5,17,49209.917010052144
0,65,1,5,17,5313.484292402864
0,66,0,1,17,25655.37615834507
0,67,2,4,17,12854.774489923719
0,68,2,5,17,4711.838370183553
0,69,3,3,17,44874.735503595846
0,70,5,5,17,10710.975207278818
0,71,2,4,17,3941.476485439727
0,72,2,5,17,39455.56219336239
0,73,2,5,17,16696.45473842381
0,74,1,5,17,1052.8563318260824
0,75,1,4,17,770.9586277009464
0,76,3,6,17,12759.842792258583
0,77,0,4,17,11621.465915922934
0,78,1,4,17,17172.017496817265
0,79,3,4,17,4952.597636767241
0,80,4,4,17,9322.203743948037
0,81,3,7,17,6442.548869505325
0,82,1,4,17,8747.874679866893
0,83,3,5,17,9295.20624276675
0,84,2,4,17,27349.918385016917
0,85,5,6,17,2409.6771602348927
0,86,2,3,17,31489.953266779507
0,87,3,3,17,34389.90901659543
0,88,3,5,17,39967.974979031795
0,89,2,5,17,5498.019185826221
0,90,2,4,17,13997.454006752605
0,91,3,5,17,8678.748834922057
0,92,4,5,17,9355.359915477286
0,93,4,6,17,1332.7293990045196
0,94,5,6,17,9136.47222578181
0,95,2,4,17,8827.628064255518
0,96,1,5,17,6897.543804873196
0,97,1,5,17,28428.241749524735
0,98,3,6,17,5705.787225159759
0,99,0,2,17,2366.472753172706
0,100,1,4,17,17938.45017806815
0,1,4,7,18,4344.122029811243
0,2,5,5,18,52463.07614137574
0,3,3,4,18,15642.32499554635
0,4,2,8,18,544.936755579631
0,5,1,5,18,3012.249065910632
0,6,1,1,18,54865.51742745962
0,7,0,7,18,694.0330624671491
0,8,1,5,18,3563.519804406733
0,9,4,4,18,24460.669735439387
0,10,2,4,18,0.0
0,11,0,5,18,0.0
0,12,1,7,18,439.96609418623166
0,13,5,6,18,1797.5960324597017
0,14,1,8,18,898.9172505476583
0,15,3,7,18,6290.610870606683
0,16,6,5,18,4362.813625773561
0,17,1,7,18,6701.885126554226
0,18,2,8,18,2260.544241339016
0,19,3,3,18,51686.82971500791
0,20,2,7,18,0.0
0,21,1,3,18,2518.4462553312273
0,22,1,3,18,2382.194409333545
0,23,3,6,18,16850.254107928784
0,24,0,5,18,386.39010140853316
0,25,4,6,18,18063.996110368582
0,26,3,4,18,36808.10552854396
0,27,6,6,18,27748.979905918426
0,28,2,6,18,1573.5297303694906
0,29,3,3,18,6832.981741578513
0,30,3,7,18,3111.8253005529923
0,31,3,8,18,10851.537125504658
0,32,3,8,18,1944.283418306684
0,33,0,7,18,1341.6215809009846
0,34,3,9,18,2324.903657237674
0,35,3,5,18,20567.431123886294
0,36,0,6,18,2491.2784522546485
0,37,1,1,18,151083.0518628052
0,38,3,5,18,6781.517531171101
0,39,2,7,18,3557.6029353216945
0,40,2,7,18,6081.510582417341
0,41,1,5,18,925.9782078730617
0,42,8,9,18,23543.522483330195
0,43,2,5,18,12691.367128273363
0,44,4,4,18,33739.720658088896
0,45,5,7,18,12784.288446879767
0,46,3,6,18,7566.983805300529
0,47,2,3,18,19645.159092242877
0,48,1,5,18,2261.353454904777
0,49,1,5,18,591.5458144133036
0,50,1,6,18,25924.708637623015
0,51,0,7,18,1060.4381303476675
0,52,2,7,18,6438.32266923358
0,53,2,5,18,25854.4876485279
0,54,5,7,18,11270.032321920637
0,55,1,4,18,1999.472581618916
0,56,2,4,18,10543.821056559726
0,57,2,5,18,4072.5645829638256
0,58,3,4,18,7880.46563750708
0,59,1,7,18,1036.2465838911455
0,60,0,6,18,2654.487516025016
0,61,1,6,18,0.0
0,62,3,4,18,41156.901087188104
0,63,4,5,18,14564.745013929023
0,64,4,5,18,57881.11616489832
0,65,1,6,18,3905.4049412002987
0,66,0,1,18,27460.057930783852
0,67,2,4,18,14054.774489923719
0,68,2,5,18,6499.08961693651
0,69,4,4,18,25249.348457763623
0,70,5,5,18,15291.941176618086
0,71,2,4,18,5290.615252873645
0,72,2,6,18,19673.60774478388
0,73,2,6,18,16294.48009717551
0,74,1,6,18,694.3032690034961
0,75,1,5,18,940.7608570911797
0,76,3,6,18,13918.669519920564
0,77,0,5,18,7980.015201496904
0,78,1,4,18,21152.85008782935
0,79,3,4,18,6362.413664771989
0,80,4,4,18,11178.460802498512
0,81,3,8,18,765.5430112232882
0,82,1,4,18,10227.132478566262
0,83,3,5,18,11147.915130162339
0,84,2,4,18,31455.331177983477
0,85,5,6,18,5419.932037822706
0,86,2,4,18,12783.880618372325
0,87,4,4,18,19296.27302334342
0,88,3,5,18,45386.24638993725
0,89,2,5,18,6598.019185826221
0,90,2,4,18,16991.190489596596
0,91,3,6,18,1052.438318972314
0,92,4,5,18,13137.83992150193
0,93,5,7,18,703.1010750923206
0,94,5,7,18,10313.597802435108
0,95,2,5,18,8258.799852872624
0,96,1,6,18,4084.730133148744
0,97,1,5,18,32812.681361365794
0,98,3,7,18,3071.1078289659017
0,99,0,3,18,566.8249245190467
0,100,1,4,18,21770.17295022972
0,1,4,7,19,6847.144191814179
0,2,5,5,19,56979.18121723988
0,3,3,4,19,17881.464942822055
0,4,2,9,19,258.21103593589
0,5,1,5,19,3827.9677513564516
0,6,1,1,19,63618.22245797701
0,7,0,7,19,694.0330624671491
0,8,1,5,19,4307.389751926502
0,9,4,4,19,28029.89593621992
0,10,2,5,19,0.0
0,11,0,5,19,630.528948617525
0,12,1,8,19,129.81160059600506
0,13,5,6,19,7269.091246096762
0,14,1,8,19,1898.9172505476583
0,15,3,8,19,5764.636297111143
0,16,6,5,19,7822.584241214848
0,17,1,8,19,5601.382549892525
0,18,2,9,19,1390.4151575224473
0,19,3,3,19,58817.606477901005
0,20,2,7,19,568.0139546986959
0,21,1,4,19,0.0
0,22,1,3,19,3297.7719717046875
0,23,3,6,19,22129.66455373894
0,24,0,6,19,148.9390168007394
0,25,4,6,19,22080.779380447
0,26,4,5,19,27860.363919835563
0,27,6,6,19,32386.813428364603
0,28,2,6,19,1732.9112930089827
0,29,3,3,19,9281.84174090396
0,30,3,8,19,3024.474676291001
0,31,3,9,19,10611.783100356588
0,32,3,8,19,3544.2834183066843
0,33,0,7,19,2144.970635092417
0,34,3,9,19,3833.1341571247103
0,35,4,6,19,17985.55914433092
0,36,0,7,19,2283.758393933035
0,37,1,1,19,158967.3265040837
0,38,3,5,19,9338.455473384025
0,39,2,7,19,4657.6029353216945
0,40,2,8,19,855.7189833684811
0,41,1,5,19,1794.2606124195677
0,42,8,9,19,27143.522483330195
0,43,2,5,19,14011.004643243268
0,44,4,4,19,38877.84116850611
0,45,5,7,19,17868.196103124657
0,46,3,7,19,4210.565844528722
0,47,2,3,19,22085.160720739434
0,48,1,6,19,2052.631762036707
0,49,1,6,19,0.0
0,50,1,6,19,28754.27486928308
0,51,0,7,19,1860.4381303476675
0,52,2,7,19,8771.226491591837
0,53,2,5,19,31551.901484248043
0,54,5,8,19,13050.310552996774
0,55,1,4,19,2134.5031540136924
0,56,2,5,19,2896.8854914335825
0,57,2,6,19,919.2011778689058
0,58,3,4,19,9568.438147532059
0,59,1,8,19,0.0
0,60,0,6,19,5018.638264298198
0,61,1,7,19,0.0
0,62,3,4,19,45905.10428523017
0,63,4,5,19,17926.15370965359
0,64,4,5,19,66552.31531974449
0,65,1,7,19,3714.2418527718373
0,66,0,1,19,29264.739703222636
0,67,2,5,19,12048.418691459525
0,68,2,5,19,8195.413247216356
0,69,5,5,19,9031.977688690917
0,70,6,6,19,11283.010411657644
0,71,2,5,19,2936.2013233862035
0,72,2,7,19,1013.4072638419221
0,73,2,6,19,20571.847366228983
0,74,1,6,19,1394.303269003496
0,75,1,5,19,1540.7608570911798
0,76,3,6,19,14984.635525842019
0,77,0,5,19,11625.471287150885
0,78,1,5,19,2571.764119607048
0,79,3,4,19,7772.2296927767375
0,80,4,4,19,13025.826285630239
0,81,3,8,19,3595.052295029048
0,82,1,5,19,867.6979217589719
0,83,3,6,19,7919.986380769308
0,84,2,4,19,35560.74397095004
0,85,5,6,19,8430.186915410519
0,86,2,4,19,19841.300951973215
0,87,4,4,19,20737.576754366353
0,88,3,5,19,50799.64056789133
0,89,2,5,19,7698.019185826221
0,90,2,4,19,19984.92697244059
0,91,3,6,19,2827.7297956959255
0,92,4,6,19,3915.9480563975876
0,93,5,7,19,2316.694840257292
0,94,5,7,19,12813.597802435108
0,95,2,5,19,9245.888908757355
0,96,1,7,19,2130.1001963029553
0,97,1,5,19,37197.12097320685
0,98,3,8,19,4464.162155919163
0,99,0,4,19,0.0
0,100,1,5,19,12146.087626906665
0,1,0,0,0,300.00018032737285
0,2,0,0,0,0.0011777874013243898
0,3,0,0,0,400.0000020648068
0,4,0,0,0,2781.975548523191
0,5,0,0,0,4200.000029561566
0,6,0,0,0,700.0005407764768
0,7,0,1,0,3.825985064378728e-05
0,8,0,0,0,1800.0002339813577
0,9,0,0,0,3112.06051005942
0,10,0,1,0,2.1202980332254378e-05
0,11,0,0,0,3891.7031971053775
0,12,0,0,0,1400.0000961950327
0,13,0,0,0,4200.000322689972
0,14,0,1,0,3.438035986590976e-05
0,15,0,0,0,9.37309933928781e-05
0,16,0,1,0,0.00029462409922603896
0,17,0,0,0,2000.0005432200692
0,18,0,1,0,1.098665970403221e-05
0,19,0,0,0,7514.4337029131375
0,20,0,0,0,3970.606746165043
0,21,0,0,0,3506.9277479313587
0,22,0,0,0,1400.0000256297405
0,23,0,0,0,8800.00040777852
0,24,0,0,0,1518.8175374415378
0,25,0,0,0,8400.000351445156
0,26,0,1,0,5.541803161620482e-05
0,27,0,0,0,800.0002066280732
0,28,0,0,0,14000.00086241448
0,29,0,0,0,2645.5798101790465
0,30,0,0,0,7700.000749530263
0,31,0,1,0,289.0177281347202
0,32,0,1,0,9.5306366197291e-05
0,33,0,0,0,800.0001637669479
0,34,0,0,0,6784.297474009804
0,35,0,0,0,4904.809543417322
0,36,0,1,0,477.6985336139095
0,37,0,1,0,1.6735058280080152e-05
0,38,0,0,0,4367.425637963394
0,39,0,1,0,0.00033065000187002707
0,40,0,0,0,429.55631411804654
0,41,0,0,0,1197.1382592845202
0,42,0,1,0,3.718897639085754e-05
0,43,0,0,0,10400.00062311786
0,44,0,0,0,5600.0003011956105
0,45,0,1,0,3.380731146852822e-05
0,46,0,1,0,432.3815511611025
0,47,0,0,0,8963.402532667074
0,48,0,0,0,300.00004538782565
0,49,0,0,0,500.0003435443907
0,50,0,0,0,4000.0006563784473
0,51,0,0,0,7200.000240347867
0,52,0,1,0,0.00019351017635604135
0,53,0,0,0,5400.000103005612
0,54,0,1,0,213.78608613616575
0,55,0,1,0,9.66124198146913e-05
0,56,0,0,0,1000.0000484613527
0,57,0,0,0,3484.14381217829
0,58,0,0,0,8400.00097377996
0,59,0,0,0,600.0000461194145
0,60,0,0,0,3200.000185198923
0,61,0,1,0,0.00011162797145758266
0,62,0,0,0,2400.0000191332147
0,63,0,1,0,1.0992546225366518e-05
0,64,0,0,0,1500.0000913154652
0,65,0,0,0,700.0006353329682
0,66,0,0,0,11000.000325222369
0,67,0,1,0,0.00021538718355907773
0,68,0,0,0,5600.000166124232
0,69,0,0,0,0.0015364813377516091
0,70,0,1,0,6.024068214145962e-05
0,71,0,0,0,1800.0000757010457
0,72,0,0,0,2400.000729644935
0,73,0,0,0,800.0004446178787
0,74,0,0,0,5408.783683450647
0,75,0,1,0,1.1490600347129653e-05
0,76,0,0,0,5316.294655282241
0,77,0,0,0,5200.00013397855
0,78,0,1,0,1.2470933158188695e-05
0,79,0,1,0,308.15103041938045
0,80,0,1,0,6.678060725771893e-06
0,81,0,1,0,1.2748407576967712e-05
0,82,0,1,0,0.0010499043721267848
0,83,0,0,0,7132.719424804701
0,84,0,1,0,250.63293605789312
0,85,0,0,0,3300.0000763584385
0,86,0,0,0,0.0003689916706124354
0,87,0,1,0,0.00010330598042182703
0,88,0,1,0,379.2993847338037
0,89,0,1,0,9.409548641945465e-05
0,90,0,0,0,4193.8478521901025
0,91,0,0,0,1600.0002509549317
0,92,0,1,0,0.0006800590491934625
0,93,0,1,0,9.01446534117637
0,94,0,0,0,3115.5008836293964
0,95,0,0,0,7000.0001940382845
0,96,0,1,0,0.0009548974506936583
0,97,0,0,0,2100.000011034269
0,98,0,1,0,0.00018374156388707618
0,99,0,0,0,800.0001856185801
0,100,0,0,0,0.00020933693723712517
0,1,0,0,1,600.0001803273728
0,2,0,0,1,0.0011777874013243898
0,3,0,1,1,224.44689758072315
0,4,0,1,1,4.318512813974678
0,5,1,1,1,1109.6199558667763
0,6,0,0,1,1400.0005407764768
0,7,0,2,1,7.380704975496759e-06
0,8,0,0,1,3533.327135118247
0,9,0,0,1,6133.519472710854
0,10,0,1,1,5181.661114879356
0,11,0,0,1,7526.191260019244
0,12,0,0,1,2778.3803101802
0,13,0,0,1,8186.444000191755
0,14,0,1,1,4344.114485790318
0,15,0,0,1,9.37309933928781e-05
0,16,0,1,1,7985.367097203708
0,17,0,0,1,3640.6848224835235
0,18,0,2,1,7.442465266637791e-07
0,19,0,0,1,14837.525462643542
0,20,0,1,1,4070.239586651063
0,21,0,1,1,0.0
0,22,0,1,1,621.5793257816624
0,23,1,1,1,3844.484247809294
0,24,0,0,1,2929.6644408117795
0,25,0,0,1,16418.488487038037
0,26,0,1,1,5593.249280458435
0,27,0,1,1,754.9074194971303
0,28,0,0,1,27937.107214035255
0,29,0,0,1,4751.058952160747
0,30,0,0,1,14927.863296564861
0,31,0,2,1,454.5080567380451
0,32,0,1,1,6065.147104343324
0,33,0,0,1,1800.000163766948
0,34,0,0,1,12674.537332349491
0,35,0,0,1,9535.056325985583
0,36,0,1,1,2977.6985336139096
0,37,0,1,1,1166.4860806924705
0,38,0,1,1,1048.0992663372365
0,39,0,2,1,0.00017764375938307523
0,40,0,0,1,791.9498726086163
0,41,0,1,1,562.1037654838506
0,42,0,1,1,530.5805159982181
0,43,0,1,1,229.30677822858266
0,44,1,1,1,2544.9885214585324
0,45,0,1,1,2800.0000338073114
0,46,0,1,1,1032.3815511611024
0,47,1,1,1,606.2563165673456
0,48,0,1,1,586.2599988291964
0,49,0,1,1,736.5435119161903
0,50,0,1,1,406.6940192433408
0,51,0,0,1,14344.070224952125
0,52,0,1,1,5910.061909477514
0,53,0,0,1,10634.690177573568
0,54,0,2,1,78.15183856605243
0,55,0,2,1,9.204806636524849e-05
0,56,0,1,1,1293.488172388626
0,57,0,0,1,6967.774527977795
0,58,1,1,1,1939.3773595938642
0,59,0,0,1,1200.0000461194145
0,60,0,0,1,6400.000185198924
0,61,0,2,1,5.220015675634159e-05
0,62,1,1,1,352.93518306875575
0,63,0,2,1,407.3035689652174
0,64,1,1,1,471.1359776751808
0,65,0,0,1,1400.0006353329682
0,66,0,0,1,21684.274974384956
0,67,0,2,1,0.00017731446829155975
0,68,0,0,1,10965.452571968428
0,69,0,1,1,182.16411997435154
0,70,0,2,1,3.213746464541953e-05
0,71,0,1,1,1007.4308592593343
0,72,0,0,1,4800.000729644935
0,73,0,0,1,1600.0004446178787
0,74,0,1,1,72.873842330202
0,75,0,2,1,498.34836975748766
0,76,0,0,1,10632.58887246351
0,77,0,0,1,10400.00013397855
0,78,0,2,1,9.208654804538048e-06
0,79,0,1,1,1808.1510304193805
0,80,0,1,1,7192.500448945522
0,81,0,2,1,1.981171551837817e-06
0,82,0,1,1,2030.2955992889374
0,83,1,1,1,2528.3413578012473
0,84,0,1,1,550.6329360578932
0,85,0,1,1,2047.695788067483
0,86,0,1,1,177.00851590869718
0,87,0,1,1,2700.0001033059807
0,88,0,2,1,91.751083115688
0,89,0,1,1,5508.783393159844
0,90,0,0,1,8387.695251220779
0,91,1,0,1,2199.7124273025292
0,92,0,1,1,4790.476273640037
0,93,0,1,1,9.01446534117637
0,94,0,0,1,6015.424355571343
0,95,0,0,1,13875.85295356021
0,96,0,1,1,2476.740867678605
0,97,1,0,1,3172.4791695489853
0,98,0,1,1,3600.000183741564
0,99,0,1,1,276.9420976981537
0,100,0,1,1,341.6258334903939
0,1,0,0,2,900.0001803273728
0,2,0,0,2,0.0011777874013243898
0,3,0,2,2,345.1891192856865
0,4,0,1,2,2769.3700147573018
0,5,1,1,2,4918.108623495301
0,6,1,0,2,1100.0005407764768
0,7,0,3,2,1.2200249763030834e-06
0,8,1,1,2,1792.6820176787242
0,9,0,1,2,753.6821577698375
0,10,0,1,2,10117.004523065109
0,11,0,0,2,11160.67932293311
0,12,0,0,2,4156.760524165367
0,13,1,1,2,6299.190162241084
0,14,1,2,2,2329.34256842889
0,15,0,0,2,9.37309933928781e-05
0,16,1,2,2,6948.753987312966
0,17,0,1,2,85.44925317814688
0,18,0,2,2,4859.389022777637
0,19,0,0,2,21858.58767348085
0,20,0,2,2,192.50445392238484
0,21,0,1,2,3286.0986415128446
0,22,0,1,2,2021.5793257816624
0,23,1,1,2,11875.762740654265
0,24,0,1,2,435.76662688573765
0,25,0,0,2,24087.305189845258
0,26,0,1,2,11113.781661178544
0,27,0,1,2,1554.9074194971304
0,28,1,1,2,21956.98971120762
0,29,0,1,2,2368.3709548839656
0,30,1,1,2,950.3088661757437
0,31,0,3,2,460.7264405204686
0,32,1,2,2,2031.3015678506067
0,33,1,0,2,1780.2572646895187
0,34,1,1,2,8500.32556516652
0,35,0,0,2,13961.774949814131
0,36,0,1,2,5400.170882615312
0,37,0,2,2,150.3772701636566
0,38,0,2,2,191.79423042425503
0,39,0,2,2,1600.0001776437593
0,40,0,1,2,149.5187941176406
0,41,0,2,2,364.02977426668434
0,42,0,2,2,315.5494283831381
0,43,0,1,2,10448.356293330775
0,44,1,1,2,7754.843944651053
0,45,0,1,2,5600.000033807311
0,46,1,1,2,632.3815511611024
0,47,1,1,2,8802.14107123241
0,48,0,1,2,986.2599988291964
0,49,0,2,2,1311.0514613212306
0,50,0,2,2,381.7175218552573
0,51,0,0,2,21379.113774568814
0,52,0,1,2,11752.546905465459
0,53,0,0,2,15702.931093680876
0,54,0,2,2,4417.892836551915
0,55,0,3,2,288.7097453861641
0,56,0,2,2,867.9941321880225
0,57,1,1,2,4873.267517266347
0,58,2,2,2,449.5345247987152
0,59,0,1,2,281.3720457080964
0,60,1,1,2,2758.3640208173056
0,61,0,2,2,5123.414695317962
0,62,1,2,2,591.2026044916762
0,63,0,2,2,4869.525891619162
0,64,1,2,2,1073.0399060831965
0,65,1,0,2,1100.0006353329682
0,66,0,0,2,32368.549623547544
0,67,0,3,2,605.8520547853166
0,68,0,0,2,16229.894290998893
0,69,0,2,2,545.5442745839225
0,70,0,2,2,5386.745776279365
0,71,1,1,2,1807.4308592593343
0,72,0,0,2,7109.607886986748
0,73,0,0,2,2400.0004446178787
0,74,0,1,2,5195.103426641284
0,75,0,3,2,116.0587630702763
0,76,0,0,2,15948.883089644778
0,77,0,0,2,15500.212343134073
0,78,0,3,2,2.1360474269648106e-06
0,79,0,1,2,3230.797487348012
0,80,0,1,2,14354.691225033883
0,81,0,2,2,4800.000001981171
0,82,0,1,2,3910.804634309645
0,83,2,2,2,679.7919173942365
0,84,0,2,2,455.71379173595574
0,85,0,1,2,5272.943877517405
0,86,0,1,2,177.00851590869718
0,87,1,1,2,4700.000103305981
0,88,0,2,2,2091.751083115688
0,89,1,2,2,2168.456911375114
0,90,1,1,2,1584.770785675917
0,91,2,1,2,1088.0077186587948
0,92,0,1,2,9580.951867221025
0,93,0,1,2,9.01446534117637
0,94,0,0,2,9315.347827513291
0,95,1,1,2,12147.747602352101
0,96,0,2,2,76.30300788473632
0,97,1,1,2,985.5944249478923
0,98,0,1,2,7200.000183741564
0,99,0,1,2,1037.2359253112202
0,100,0,1,2,341.6258334903939
0,1,0,0,3,1200.0001803273728
0,2,0,0,3,0.0011777874013243898
0,3,0,2,3,745.1891192856865
0,4,0,1,3,5534.421516700629
0,5,1,1,3,8497.95076675672
0,6,2,0,3,1100.0005407764768
0,7,0,3,3,4800.000001220025
0,8,1,1,3,3026.0089188156135
0,9,0,1,3,3775.1411204212714
0,10,0,1,3,15052.34793125086
0,11,0,0,3,14795.167385846977
0,12,0,0,3,5535.140738150534
0,13,1,1,3,10085.633839742868
0,14,1,2,3,6173.457019838848
0,15,0,0,3,9.37309933928781e-05
0,16,1,2,3,14534.120789892575
0,17,0,1,3,1726.1335324416013
0,18,0,2,3,9718.778044811028
0,19,0,0,3,28879.64988431816
0,20,0,2,3,4163.110974525609
0,21,0,1,3,6572.197283025689
0,22,0,1,3,3421.579325781662
0,23,1,1,3,19907.041233499236
0,24,0,1,3,1846.6135302559792
0,25,0,0,3,31756.121892652478
0,26,0,1,3,16634.314041898655
0,27,1,1,3,1354.9074194971304
0,28,1,1,3,34894.0960628284
0,29,0,1,3,4473.850096865666
0,30,1,1,3,7478.171413210342
0,31,0,3,3,760.7264405204686
0,32,1,2,3,7438.585345846502
0,33,2,0,3,1960.5143656120895
0,34,1,1,3,14790.565423506208
0,35,0,0,3,18388.49357364268
0,36,0,1,3,7822.643231616714
0,37,0,2,3,1316.863334121069
0,38,0,2,3,5059.219835781126
0,39,0,2,3,3200.0001776437593
0,40,0,1,3,511.9123526082104
0,41,0,2,3,1561.167967409059
0,42,0,2,3,846.1299071923797
0,43,0,1,3,20667.405808432966
0,44,1,1,3,12964.699367843574
0,45,0,1,3,8400.000033807311
0,46,1,1,3,1532.3815511611024
0,47,1,1,3,16998.025825897475
0,48,0,1,3,1386.2599988291963
0,49,1,2,3,911.0514613212306
0,50,0,2,3,4381.7175218552575
0,51,0,0,3,28414.1573241855
0,52,0,1,3,17595.031901453407
0,53,0,0,3,20771.172009788184
0,54,0,2,3,8757.633834537777
0,55,0,3,3,2688.7097453861643
0,56,0,2,3,1867.9941321880224
0,57,1,1,3,7556.898233065851
0,58,2,2,3,8449.534524798715
0,59,0,1,3,881.3720457080964
0,60,1,1,3,5558.364020817306
0,61,0,2,3,10246.829338435768
0,62,1,2,3,2591.202604491676
0,63,0,2,3,9331.748214273108
0,64,1,2,3,2973.0399060831965
0,65,2,0,3,1100.0006353329682
0,66,0,0,3,43052.82427271013
0,67,0,3,3,3805.852054785317
0,68,0,0,3,21494.336010029358
0,69,0,2,3,545.5442745839225
0,70,0,2,3,10773.491520421263
0,71,2,1,3,3007.4308592593343
0,72,0,0,3,9419.21504432856
0,73,0,0,3,3200.0004446178787
0,74,0,1,3,10317.333010952367
0,75,0,3,3,9716.058763070276
0,76,0,0,3,21265.177306826045
0,77,0,0,3,20429.071076656703
0,78,0,3,3,800.0000021360474
0,79,0,1,3,4653.443944276644
0,80,0,1,3,21516.88200112224
0,81,0,2,3,9600.00000198117
0,82,0,1,3,5791.313669330352
0,83,2,2,3,7012.511332897313
0,84,0,2,3,755.7137917359557
0,85,0,1,3,8498.191966967328
0,86,0,1,3,177.00851590869718
0,87,2,1,3,6800.000103305981
0,88,0,2,3,4091.751083115688
0,89,1,2,3,6535.1034414805345
0,90,1,1,3,5478.618184706595
0,91,3,1,3,2287.7198950063926
0,92,0,1,3,14371.427460802013
0,93,0,1,3,9.01446534117637
0,94,0,0,3,12615.271299455238
0,95,1,1,3,18423.600361874025
0,96,0,2,3,2553.042920665891
0,97,1,1,3,3158.073583462609
0,98,0,1,3,10800.000183741564
0,99,0,1,3,1797.5297529242866
0,100,0,1,3,341.6258334903939
0,1,1,0,4,500.00018032737285
0,2,0,0,4,0.0011777874013243898
0,3,0,2,4,1145.1891192856865
0,4,0,1,4,8299.473018643956
0,5,1,1,4,12306.439434385245
0,6,3,0,4,1400.0005407764768
0,7,0,3,4,9600.000001220025
0,8,1,1,4,4259.335819952503
0,9,0,1,4,6796.600083072704
0,10,0,1,4,19987.691339436613
0,11,0,0,4,18429.655448760845
0,12,0,0,4,6913.520952135701
0,13,1,1,4,13872.077517244652
0,14,1,2,4,10017.571471248806
0,15,0,0,4,9.37309933928781e-05
0,16,1,2,4,22119.487592472185
0,17,0,1,4,3366.8178117050556
0,18,0,2,4,14578.167066844419
0,19,0,0,4,35900.712095155475
0,20,0,2,4,8133.717495128833
0,21,0,1,4,9858.295924538534
0,22,0,1,4,4821.579325781662
0,23,1,1,4,27938.319726344205
0,24,0,1,4,3257.460433626221
0,25,0,0,4,39424.938595459695
0,26,0,1,4,22154.846422618764
0,27,1,1,4,2354.9074194971304
0,28,1,1,4,47831.20241444918
0,29,0,1,4,6579.329238847367
0,30,1,1,4,14006.033960244938
0,31,0,3,4,1060.7264405204687
0,32,1,2,4,13103.732354883461
0,33,2,0,4,3340.7714665346602
0,34,1,1,4,21080.8052818459
0,35,0,0,4,22815.21219747123
0,36,0,1,4,10245.115580618116
0,37,0,2,4,2483.349398078481
0,38,0,2,4,9926.645441137995
0,39,0,2,4,4800.000177643759
0,40,0,1,4,874.3059110987801
0,41,0,2,4,2758.306160551434
0,42,0,2,4,1376.7103860016214
0,43,0,1,4,30886.455323535156
0,44,1,1,4,18174.5547910361
0,45,0,1,4,11200.000033807311
0,46,2,1,4,1432.3815511611024
0,47,1,1,4,25193.91058056254
0,48,1,1,4,786.2599988291963
0,49,1,2,4,1811.0514613212306
0,50,0,2,4,8381.717521855258
0,51,0,0,4,35449.20087380218
0,52,0,1,4,23437.516897441354
0,53,0,0,4,25839.412925895493
0,54,0,2,4,13097.37483252364
0,55,0,3,4,5688.709745386164
0,56,1,2,4,1867.9941321880224
0,57,1,1,4,10240.528948865354
0,58,2,2,4,16449.534524798713
0,59,0,1,4,1481.3720457080963
0,60,1,1,4,8358.364020817306
0,61,0,2,4,15370.243981553573
0,62,1,2,4,4591.2026044916765
0,63,0,2,4,13793.970536927052
0,64,1,2,4,4873.039906083197
0,65,2,0,4,2400.000635332968
0,66,0,0,4,53737.09892187272
0,67,0,3,4,7005.852054785317
0,68,0,0,4,26758.777729059824
0,69,0,2,4,545.5442745839225
0,70,0,2,4,16160.237264563162
0,71,3,1,4,4307.430859259334
0,72,0,0,4,11728.822201670373
0,73,0,0,4,4000.0004446178787
0,74,0,1,4,15439.56259526345
0,75,0,3,4,19316.058763070276
0,76,0,0,4,26581.471524007313
0,77,0,0,4,25357.929810179332
0,78,0,3,4,1600.0000021360474
0,79,0,1,4,6076.090401205276
0,80,0,1,4,28679.0727772106
0,81,0,2,4,14400.00000198117
0,82,0,1,4,7671.82270435106
0,83,2,2,4,13345.23074840039
0,84,0,2,4,1055.7137917359557
0,85,0,1,4,11723.44005641725
0,86,0,1,4,177.00851590869718
0,87,3,1,4,9000.000103305982
0,88,0,2,4,6091.751083115688
0,89,1,2,4,10901.749971585954
0,90,1,1,4,9372.465583737272
0,91,3,1,4,4687.432071353989
