,hh_id,migrations,num_shocked,tick,wealth
0,86,1,1,1,2152.5171255870155
0,87,0,1,1,1031.2443952008653
0,88,0,0,1,800.0005137072571
0,89,0,2,1,336.3968595872966
0,90,1,1,1,701.1087341472962
0,91,0,1,1,0.0
0,92,0,0,1,6930.20454716368
0,93,0,0,1,18575.558793035518
0,94,0,2,1,599.9178770861118
0,95,0,1,1,4000.000147444106
0,96,0,2,1,101.60432698190984
0,97,0,1,1,5600.0000542916805
0,98,1,1,1,2486.7227053656643
0,99,0,1,1,10400.000217854773
0,100,0,2,1,8.780548663044051e-05
0,1,0,1,2,7723.988222579964
0,2,1,1,2,4400.000422709547
0,3,0,0,2,20811.512846268815
0,4,1,1,2,6812.925842467618
0,5,0,1,2,1755.2627620122694
0,6,1,1,2,514.1139308101367
0,7,0,1,2,2156.976538513795
0,8,0,2,2,314.2190088116337
0,9,0,1,2,12117.486517415935
0,10,0,0,2,2811.657646316033
0,11,1,1,2,6603.370049965286
0,12,0,1,2,15478.64309177599
0,13,1,1,2,15465.123587681748
0,14,0,1,2,9910.98223243202
0,15,1,1,2,2786.4160526113606
0,16,0,1,2,7200.000407109987
0,17,0,3,2,1.878808482536686e-05
0,18,0,2,2,6337.279856884755
0,19,0,1,2,1498.6137739047635
0,20,0,0,2,23661.713341551418
0,21,0,1,2,20707.666915939342
0,22,0,1,2,5031.232614656056
0,23,0,1,2,16669.62412785919
0,24,1,2,2,4207.838239697357
0,25,0,1,2,5690.719292744416
0,26,1,1,2,5698.787888395657
0,27,0,2,2,119.28300525804674
0,28,0,3,2,3.1246845966082204e-06
0,29,0,1,2,12003.06927755814
0,30,0,1,2,195.23482043515708
0,31,0,2,2,1921.5559271194486
0,32,1,2,2,492.51877447244044
0,33,1,2,2,992.8929045059783
0,34,0,0,2,1200.0010278234222
0,35,1,2,2,2781.09927179757
0,36,0,2,2,93.0370139320362
0,37,0,0,2,1800.0000633388208
0,38,1,1,2,5970.606564172607
0,39,0,1,2,13712.13494195412
0,40,0,1,2,2335.8819579363826
0,41,0,0,2,10437.714497742469
0,42,0,1,2,5100.890705063276
0,43,0,2,2,637.6381727830701
0,44,1,2,2,2086.1358800624507
0,45,0,2,2,430.976953282776
0,46,0,2,2,1194.4781821712957
0,47,0,1,2,6695.061752770222
0,48,0,0,2,10008.032612852994
0,49,2,2,2,1706.5524904029303
0,50,0,2,2,2728.81998450697
0,51,0,0,2,13701.257711600068
0,52,2,1,2,896.7816964275383
0,53,0,0,2,13533.269844687606
0,54,1,1,2,8952.130417644083
0,55,0,0,2,34705.6700066443
0,56,0,1,2,148.49862686084944
0,57,1,2,2,889.5577291100373
0,58,0,2,2,4145.227286834742
0,59,0,0,2,17509.497829842112
0,60,1,1,2,13196.869159987236
0,61,1,2,2,1814.5197659648825
0,62,1,1,2,4952.00523853572
0,63,0,1,2,300.16785755328675
0,64,0,1,2,7299.347866306304
0,65,0,0,2,4722.28426514097
0,66,0,1,2,2269.3439194402863
0,67,1,2,2,485.56558497148535
0,68,0,0,2,5257.764013199186
0,69,0,1,2,0.0
0,70,0,1,2,1379.9410918541662
0,71,0,3,2,1.5528437168918708e-06
0,72,0,2,2,2400.0000135233017
0,73,1,1,2,1595.200177453998
0,74,0,0,2,32449.869886236927
0,75,1,2,2,1048.7697437104246
0,76,1,2,2,680.4275540007936
0,77,1,1,2,1255.1937059319582
0,78,1,2,2,1317.7196246922779
0,79,0,2,2,39.47004019938291
0,80,0,0,2,10122.623253666963
0,81,1,1,2,2201.0773369029944
0,82,1,1,2,4503.405739262191
0,83,0,2,2,245.03097102455223
0,84,0,2,2,794.2040974887284
0,85,0,1,2,1002.557399035295
0,86,1,2,2,684.3381983130174
0,87,1,1,2,931.2443952008653
0,88,0,0,2,1200.0005137072571
0,89,0,2,2,736.3968595872966
0,90,1,1,2,2061.8824375518743
0,91,0,1,2,4007.323744830656
0,92,0,0,2,10360.408986076902
0,93,0,0,2,27580.490875355325
0,94,0,2,2,4099.917877086112
0,95,1,2,2,2173.1701551608894
0,96,0,3,2,337.16090619506105
0,97,1,2,2,3901.5056745085985
0,98,1,1,2,7029.668166257906
0,99,0,1,2,20800.000217854773
0,100,0,2,2,3500.0000878054866
0,1,0,1,3,11547.976068351507
0,2,2,1,3,6466.42149240101
0,3,1,1,3,15160.421712037289
0,4,1,1,3,13063.368134278287
0,5,1,2,3,312.0087279002731
0,6,1,1,3,1690.5251460432992
0,7,1,1,3,2327.396455789093
0,8,0,3,3,417.84805939680336
0,9,1,2,3,3885.3173268773435
0,10,0,0,3,3882.210175462941
0,11,1,2,3,1156.908561463369
0,12,0,1,3,23170.128881785542
0,13,2,2,3,14182.658203774745
0,14,0,1,3,14609.279296218641
0,15,2,2,3,1091.7431268559537
0,16,1,2,3,3461.9948739146193
0,17,0,3,3,3529.060207318232
0,18,1,3,3,4307.222246431073
0,19,0,2,3,617.2983678204696
0,20,1,1,3,6642.679950081616
0,21,0,1,3,30063.79270069388
0,22,0,1,3,7259.642050714995
0,23,1,2,3,8446.597637651435
0,24,1,2,3,12998.467716226678
0,25,0,1,3,8690.719292744416
0,26,1,2,3,5390.196515024256
0,27,0,2,3,119.28300525804674
0,28,0,4,3,354.68973087841044
0,29,0,1,3,17534.866276260876
0,30,0,1,3,195.23482043515708
0,31,0,2,3,4263.79903369523
0,32,1,3,3,564.0093733987832
0,33,1,3,3,1809.6531644366553
0,34,0,1,3,320.2657213493132
0,35,2,3,3,2104.711371048058
0,36,0,2,3,2145.2580379486253
0,37,0,0,3,2367.8064014470283
0,38,1,1,3,10103.020571545283
0,39,1,2,3,11046.88527290881
0,40,1,2,3,920.7400243367824
0,41,0,0,3,13637.092905865495
0,42,0,1,3,7442.007159997278
0,43,0,2,3,1177.7274098531063
0,44,2,2,3,3837.1098899846297
0,45,0,3,3,191.76124029084656
0,46,1,2,3,1379.678070759907
0,47,0,1,3,10344.56842442736
0,48,0,0,3,12796.517929713431
0,49,2,2,3,10090.090552639223
0,50,0,3,3,1902.9729420679403
0,51,0,0,3,18226.672095235685
0,52,2,1,3,2849.4537136564923
0,53,0,0,3,17824.502838380286
0,54,1,1,3,15652.130417644083
0,55,1,1,3,16382.76009312301
0,56,0,1,3,726.6924894305649
0,57,1,2,3,2426.99672142979
0,58,0,2,3,8046.918162407607
0,59,0,0,3,23073.103202776452
0,60,1,1,3,21405.46044600868
0,61,2,3,3,656.0065819471545
0,62,2,2,3,2740.4414592144867
0,63,0,1,3,300.16785755328675
0,64,0,1,3,10774.047631699936
0,65,0,0,3,6192.370336910002
0,66,1,1,3,2669.3439194402863
0,67,1,2,3,9252.945348320422
0,68,1,1,3,3404.810189511767
0,69,0,1,3,0.0
0,70,1,2,3,6.915235633890461
0,71,0,4,3,2.942775430382072e-07
0,72,0,2,3,4719.677648434372
0,73,1,1,3,6728.97430888626
0,74,0,0,3,43222.00382763595
0,75,1,2,3,5214.7308522843505
0,76,1,3,3,1232.5082786775918
0,77,1,2,3,612.1970306953413
0,78,1,3,3,1449.634123112088
0,79,0,2,3,2230.625643522084
0,80,0,0,3,13399.322544496992
0,81,2,2,3,456.76629964362775
0,82,2,2,3,334.62333359974315
0,83,0,3,3,347.51888805247785
0,84,0,2,3,2221.0818773585256
0,85,0,1,3,1402.557399035295
0,86,1,3,3,1008.0007722872242
0,87,1,1,3,2131.2443952008653
0,88,0,1,3,350.59841624705996
0,89,0,2,3,1136.3968595872966
0,90,1,2,3,1591.8013806824188
0,91,0,1,3,7979.845802069025
0,92,0,1,3,0.0
0,93,0,0,3,35765.09185938675
0,94,0,2,3,7599.917877086112
0,95,1,2,3,6031.2264883254265
0,96,0,4,3,224.34712263119158
0,97,1,3,3,804.8178703075571
0,98,1,1,3,11572.613627150147
0,99,1,2,3,815.6584950142751
0,100,0,2,3,7000.000087805487
0,1,1,2,4,234.12736791774807
0,2,3,1,4,8632.842562092474
0,3,1,1,4,21534.31142942765
0,4,1,1,4,18588.269308256575
0,5,1,3,4,681.9802129420368
0,6,1,2,4,169.6107085153597
0,7,2,1,4,2597.8163730643914
0,8,0,3,4,417.84805939680336
0,9,2,3,4,122.07023881743424
0,10,0,0,4,4952.762704609849
0,11,1,2,4,5012.148392956531
0,12,1,2,4,13517.349725453003
0,13,2,2,4,22588.13289711691
0,14,0,1,4,19203.451546101176
0,15,2,2,4,3520.6086259984895
0,16,1,2,4,6819.91029945847
0,17,0,3,4,7058.120395848379
0,18,2,4,4,1163.0901063303909
0,19,0,3,4,176.9106978726696
0,20,2,2,4,3839.7661665143423
0,21,0,1,4,39242.67282801726
0,22,0,1,4,9488.051486773935
0,23,1,2,4,17105.224082921515
0,24,1,2,4,21471.580394796983
0,25,0,2,4,947.1159183514608
0,26,1,2,4,9678.233303427014
0,27,0,2,4,119.28300525804674
0,28,0,4,4,1840.2016739205046
0,29,0,1,4,23066.663274963612
0,30,0,2,4,370.82479037666417
0,31,0,2,4,6605.294012933464
0,32,1,3,4,2540.487791524795
0,33,2,4,4,771.1156091514199
0,34,0,2,4,446.5912134956187
0,35,2,3,4,4635.905161037634
0,36,0,3,4,1956.2556376168013
0,37,0,0,4,2935.6127395552357
0,38,1,1,4,14186.568221991802
0,39,2,3,4,8196.210891006354
0,40,1,3,4,397.5955041762942
0,41,1,1,4,2102.8674484564435
0,42,1,2,4,5491.588388058208
0,43,0,2,4,1717.8166469231426
0,44,3,2,4,5688.083899906808
0,45,0,4,4,637.4669869615689
0,46,1,3,4,1427.5871263735528
0,47,0,1,4,14594.075096084498
0,48,1,1,4,9394.15174110246
0,49,3,3,4,7700.645437512302
0,50,0,3,4,4359.0055070322405
0,51,1,1,4,9629.208409874527
0,52,3,1,4,4049.4537136564923
0,53,0,0,4,22904.046142684212
0,54,2,2,4,14265.175182407242
0,55,2,2,4,5515.492417865064
0,56,0,2,4,378.093773909923
0,57,2,2,4,2964.4357137495426
0,58,0,2,4,11795.97292351387
0,59,1,1,4,13489.857985164244
0,60,1,1,4,29212.131935566842
0,61,2,3,4,6318.692847645089
0,62,2,3,4,3007.3111280603894
0,63,0,2,4,517.9352731060335
0,64,1,2,4,7958.850796567246
0,65,0,0,4,7662.456408679034
0,66,1,1,4,4269.343919440286
0,67,1,2,4,17918.784280071635
0,68,1,1,4,4864.565712375976
0,69,0,1,4,0.0
0,70,1,2,4,906.9152356338905
0,71,0,4,4,4320.842398609056
0,72,0,3,4,94.27671043023099
0,73,1,1,4,11779.855398538684
0,74,0,0,4,53632.64925966746
0,75,2,3,4,2187.1999236156066
0,76,1,3,4,7922.836236883772
0,77,1,2,4,1845.746495780173
0,78,1,4,4,866.718184084723
0,79,0,2,4,4353.515167646487
0,80,0,0,4,16676.02183532702
0,81,2,2,4,2096.317352119713
0,82,2,3,4,678.9871638479576
0,83,0,3,4,347.51888805247785
0,84,1,3,4,955.7982638972132
0,85,0,1,4,1802.557399035295
0,86,1,3,4,3719.993828001401
0,87,2,1,4,2331.2443952008653
0,88,0,1,4,750.59841624706
0,89,0,3,4,347.89587878044745
0,90,1,2,4,2952.575084086997
0,91,0,1,4,11850.810400287568
0,92,0,1,4,3430.20443891322
0,93,1,1,4,27184.90621620436
0,94,0,2,4,11099.91787708611
0,95,1,2,4,9847.83789857379
0,96,0,4,4,5157.915467964701
0,97,1,4,4,493.15607515530115
0,98,2,2,4,4945.286493498092
0,99,1,2,4,10215.39008614276
0,100,0,2,4,10425.41401513704
0,1,1,2,5,3093.322160991596
0,2,4,1,5,10899.263631783937
0,3,1,2,5,17522.406281461674
0,4,1,1,5,24113.170482234862
0,5,1,3,5,1611.6802745478494
0,6,1,3,5,93.83909698328313
0,7,2,2,5,1740.2975452702265
0,8,0,3,5,417.84805939680336
0,9,2,3,5,4033.654996360029
0,10,1,1,5,528.2477667715899
0,11,2,3,5,1582.1505940770564
0,12,1,2,5,19865.081441516668
0,13,3,3,5,6641.148554939181
0,14,1,2,5,16089.919133752554
0,15,2,2,5,5806.8970866821965
0,16,1,2,5,10419.91029945847
0,17,1,4,5,4857.615284640896
0,18,2,4,5,5189.177912512434
0,19,0,3,5,1069.3019945676997
0,20,2,2,5,10650.762875703944
0,21,1,2,5,11719.54092918794
0,22,0,1,5,11638.364558522675
0,23,1,2,5,25702.30771857313
0,24,1,2,5,29944.69307336729
0,25,0,2,5,3947.115918351461
0,26,1,3,5,3773.255119905778
0,27,0,2,5,119.28300525804674
0,28,0,5,5,1498.5871121527268
0,29,0,1,5,28525.0233435157
0,30,0,2,5,370.82479037666417
0,31,0,3,5,464.2785147036498
0,32,1,4,5,907.609851863075
0,33,2,4,5,3330.4695282651305
0,34,0,2,5,779.7381686257773
0,35,2,3,5,7167.098951027209
0,36,0,3,5,4008.4766616333904
0,37,0,0,5,3458.3686553490397
0,38,1,1,5,18267.23678714007
0,39,2,3,5,14452.278154870599
0,40,1,4,5,550.2398120391601
0,41,1,1,5,5119.7340923035235
0,42,1,2,5,7732.70484299221
0,43,0,3,5,1503.072829143485
0,44,4,3,5,4392.930264725814
0,45,0,5,5,256.0209337217521
0,46,1,3,5,2712.787014962164
0,47,0,1,5,18843.581767741634
0,48,1,1,5,11382.637057962897
0,49,4,4,5,4122.485338086397
0,50,0,3,5,6097.156762238656
0,51,1,1,5,13061.458453074109
0,52,4,1,5,5449.453713656492
0,53,0,0,5,27892.333262416963
0,54,2,2,5,20586.883531155403
0,55,3,3,5,4381.785731443805
0,56,0,3,5,0.0
0,57,3,2,5,3701.8747060692954
0,58,0,2,5,15545.02768462013
0,59,1,1,5,18837.24854807021
0,60,1,1,5,36636.30188125054
0,61,2,3,5,11981.379113343022
0,62,2,4,5,1243.8131292280596
0,63,0,2,5,517.9352731060335
0,64,1,2,5,10723.71004240257
0,65,1,1,5,4256.370309775989
0,66,1,1,5,5820.428236481924
0,67,1,2,5,26584.62321182285
0,68,2,2,5,2591.9840697389614
0,69,0,1,5,0.0
0,70,1,3,5,1203.2909363596527
0,71,1,5,5,0.0
0,72,0,4,5,419.9623040482695
0,73,1,1,5,16830.73648819111
0,74,1,1,5,25119.257095004254
0,75,2,3,5,5841.217184856225
0,76,1,3,5,14567.971151378575
0,77,2,3,5,1105.9294139767221
0,78,1,4,5,4393.70499121345
0,79,0,3,5,4240.396082860605
0,80,0,0,5,19952.72112615705
0,81,2,2,5,3545.2504614111185
0,82,2,3,5,5380.8748109140615
0,83,0,4,5,451.70040011344656
0,84,1,3,5,2282.6760437670105
0,85,0,1,5,2202.557399035295
0,86,1,3,5,6431.986883715578
0,87,3,1,5,2831.2443952008653
0,88,0,2,5,404.30613081087586
0,89,0,4,5,395.98362731801177
0,90,1,2,5,4253.716601572502
0,91,1,2,5,620.2649791393599
0,92,0,1,5,6860.40887782644
0,93,2,2,5,11953.153865269245
0,94,1,3,5,6811.961498549198
0,95,2,3,5,6116.971175860362
0,96,0,4,5,9945.527700876071
0,97,1,5,5,410.6451910360039
0,98,2,2,5,8728.039602974437
0,99,2,3,5,865.0138810446809
0,100,0,2,5,13774.978516328545
0,1,1,3,6,1790.7457768153504
0,2,4,1,6,14265.6847014754
0,3,1,2,6,23828.557561947026
0,4,1,1,6,29599.247437453505
0,5,1,3,6,2466.9388087621273
0,6,1,3,6,1242.9853595504446
0,7,2,3,6,1089.4402032233645
0,8,0,3,6,417.84805939680336
0,9,2,4,6,1467.8553541524266
0,10,1,2,6,567.9058661673
0,11,2,4,6,1488.4605895279574
0,12,2,3,6,8608.693466032764
0,13,3,4,6,1484.4355088498332
0,14,1,2,6,19606.882049486794
0,15,2,2,6,8062.13241580119
0,16,1,3,6,1349.7792677113657
0,17,1,4,6,7806.507283225115
0,18,2,4,6,8789.037264621733
0,19,0,3,6,1961.6932912627299
0,20,2,2,6,17461.759584893545
0,21,1,2,6,19984.28420944934
0,22,0,2,6,753.4235960195575
0,23,1,2,6,34299.39135422475
0,24,1,2,6,38391.9798273783
0,25,0,3,6,1355.8472247096408
0,26,1,4,6,1823.972342462198
0,27,0,2,6,119.28300525804674
0,28,1,6,6,801.8044078884278
0,29,0,1,6,33983.383412067786
0,30,0,2,6,370.82479037666417
0,31,0,3,6,2474.7483733741874
0,32,1,5,6,893.0113174649276
0,33,3,4,6,4889.823447378841
0,34,0,3,6,0.0
0,35,2,4,6,806.6500427630805
0,36,0,4,6,108.60964997563146
0,37,0,0,6,3981.1245711428437
0,38,2,2,6,2521.159135444765
0,39,3,4,6,4671.643868238113
0,40,1,5,6,349.68874829486003
0,41,1,1,6,8136.600736150603
0,42,1,2,6,9973.821297926212
0,43,0,3,6,1985.928229990928
0,44,5,3,6,6422.25258460662
0,45,0,5,6,1372.7044909142257
0,46,1,4,6,3151.413631319186
0,47,1,2,6,1878.5253602033436
0,48,2,2,6,4711.033779561114
0,49,4,4,6,11046.03753718921
0,50,0,3,6,7050.239987904593
0,51,2,2,6,6314.127799652087
0,52,5,2,6,4970.339354605536
0,53,0,0,6,32671.58433540243
0,54,2,2,6,26841.78658614162
0,55,3,3,6,14484.620218298389
0,56,0,4,6,56.868461626876496
0,57,3,3,6,2996.2134274053574
0,58,1,3,6,12309.011741911081
0,59,1,1,6,24184.639110976175
0,60,2,2,6,0.0
0,61,2,3,6,17612.096006785916
0,62,2,4,6,6309.072151218991
0,63,0,2,6,517.9352731060335
0,64,2,3,6,5095.356969078826
0,65,1,1,6,5226.456381545021
0,66,2,1,6,6371.512553523561
0,67,2,3,6,17587.167884943876
0,68,2,2,6,3951.73959260317
0,69,0,1,6,0.0
0,70,1,3,6,1863.1916527982785
0,71,1,5,6,3240.2344508890637
0,72,0,5,6,135.27376250141566
0,73,1,1,6,21881.617577843535
0,74,1,1,6,33974.38374009088
0,75,2,3,6,9467.978018975069
0,76,1,3,6,21213.106065873377
0,77,2,3,6,2133.5015482312274
0,78,1,4,6,7862.581272856903
0,79,0,4,6,2170.7325094310304
0,80,0,0,6,23181.31413608557
0,81,2,2,6,4874.359787254733
0,82,2,3,6,10016.65035275882
0,83,0,4,6,451.70040011344656
0,84,1,3,6,3609.5538236368075
0,85,0,1,6,2602.557399035295
0,86,2,4,6,1932.2305988944797
0,87,4,1,6,3731.2443952008653
0,88,0,3,6,409.05230022188016
0,89,0,5,6,389.76905280955293
0,90,1,2,6,5221.50852494177
0,91,1,2,6,4291.229577357903
0,92,0,1,6,10290.613316739662
0,93,3,3,6,7885.051849330259
0,94,1,3,6,10011.961498549197
0,95,2,3,6,9538.021117174738
0,96,0,4,6,14666.079088456023
0,97,1,6,6,786.5652267254859
0,98,3,3,6,2156.786357570049
0,99,2,3,6,9270.809656280442
0,100,1,3,6,9047.962861144182
0,1,1,4,7,1157.930344269671
0,2,4,1,7,17632.105771166865
0,3,1,3,7,12580.736152586142
0,4,1,1,7,35066.88311884466
0,5,1,3,7,3133.937775230774
0,6,1,3,7,2392.131622117606
0,7,3,3,7,1459.860120498663
0,8,0,4,7,712.1195216992345
0,9,2,4,7,6679.440111695022
0,10,1,2,7,1638.4583953142078
0,11,2,5,7,940.4114345554573
0,12,2,3,7,14262.669867200704
0,13,3,5,7,2041.9062930441594
0,14,1,2,7,23028.89381213077
0,15,2,2,7,10184.407301664181
0,16,2,4,7,577.3230791797935
0,17,1,4,7,10388.13510257867
0,18,2,4,7,11994.644617662783
0,19,0,3,7,2672.5935731105774
0,20,2,2,7,25141.150473124322
0,21,2,3,7,11686.731405316754
0,22,0,2,7,2901.3381687659307
0,23,2,3,7,1730.3291852296798
0,24,1,2,7,46738.512849897794
0,25,0,4,7,1228.158415302146
0,26,1,5,7,1100.6941015591558
0,27,0,3,7,118.04804424238962
0,28,1,7,7,635.1782241075317
0,29,1,2,7,28160.849342624584
0,30,0,3,7,258.1632477126538
0,31,0,4,7,1818.6827192207104
0,32,1,5,7,2869.4897355909393
0,33,4,4,7,6549.177366492551
0,34,0,3,7,333.14695513015863
0,35,2,5,7,1153.1173143001333
0,36,0,4,7,1824.360130681935
0,37,0,1,7,1297.4779229392873
0,38,2,3,7,1490.9839092316797
0,39,3,4,7,10534.016112863383
0,40,1,6,7,663.8448095033017
0,41,1,1,7,11153.46737999768
0,42,2,3,7,6995.008291146046
0,43,0,3,7,2468.7836308383708
0,44,6,4,7,6976.5883089832105
0,45,0,6,7,635.9736953284819
0,46,1,4,7,4436.613519907798
0,47,1,3,7,604.6803583709547
0,48,2,2,7,5661.203947039943
0,49,4,4,7,17667.19839783108
0,50,0,3,7,7968.6912922284855
0,51,2,2,7,8937.15062110049
0,52,6,2,7,6770.339354605536
0,53,1,1,7,8662.073938137617
0,54,3,3,7,16250.998346566026
0,55,4,4,7,1772.7994020477636
0,56,0,4,7,635.062324196592
0,57,3,3,7,5114.513870871968
0,58,1,3,7,15680.836148809234
0,59,1,1,7,29245.749273163954
0,60,2,2,7,7661.251039873002
0,61,2,4,7,17583.607040528113
0,62,2,4,7,11076.341600122292
