IDNO,CLUSTER,ZONE,DIVISION,DISTRICT,UPAZILA,UNION,MOUZA,SEGMENT,HNUMBER,SROUND,ID,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112A,Q112B,UID,DUID
1005,1,1,1,6,36,81,356,1,5,2,1,1,1,1,35,2,1,8,8,A,2,2,36,0100501,0
1005,1,1,1,6,36,81,356,1,5,2,2,1,2,2,28,2,1,5,6,C, ,4,50,0100502,0
1005,1,1,1,6,36,81,356,1,5,2,3,1,3,2,8, ,1,3,3,D, ,2,36,0100503,0
1005,1,1,1,6,36,81,356,1,5,2,4,1,3,1,6, ,1,1,1,D, ,2,36,0100504,0
1005,1,1,1,6,36,81,356,1,5,2,5,1,3,2,1, , , , , , ,2,36,0100505,0
1010,1,1,1,6,36,81,356,1,10,2,1,1,1,1,21,1,1,8,8,A,1,2,36,0101001,0
1010,1,1,1,6,36,81,356,1,10,2,2,1,6,1,54,2,1,2,2,C, ,2,36,0101002,0
1010,1,1,1,6,36,81,356,1,10,2,3,1,6,2,41,2,2, , ,C, ,2,36,0101003,0
1010,1,1,1,6,36,81,356,1,10,2,4,1,8,1,18,1,1,5,5,A,2,2,36,0101004,0
1010,1,1,1,6,36,81,356,1,10,2,5,1,8,2,15,1,1,8,8,D, ,2,36,0101005,0
1010,1,1,1,6,36,81,356,1,10,2,6,1,8,1,12,1,1,5,5,D, ,2,36,0101006,0
1010,1,1,1,6,36,81,356,1,10,2,7,1,8,2,10, ,1,4,4,D, ,2,36,0101007,0
1010,1,1,1,6,36,81,356,1,10,2,8,4,8,1,23,1,1,12,14,D, ,4,62,0101008,0
1012,1,1,1,6,36,81,356,1,12,2,1,2,1,1,29,2,1,3,3,A,1,2,36,0101201,0
1012,1,1,1,6,36,81,356,1,12,2,2,1,2,2,23,2,1,5,5,C, ,2,36,0101202,0
1012,1,1,1,6,36,81,356,1,12,2,3,1,3,1,2, , , , , , ,2,36,0101203,0
1012,1,1,1,6,36,81,356,1,12,2,4,1,3,1,0, , , , , , ,2,36,0101204,0
1015,1,1,1,6,36,81,356,1,15,2,1,1,1,1,46,2,1,2,2,A,2,2,36,0101501,0
1015,1,1,1,6,36,81,356,1,15,2,2,1,2,2,40,2,1,1,1,C, ,2,36,0101502,0
1015,1,1,1,6,36,81,356,1,15,2,3,2,3,1,19,1,2, , ,A,1,2,36,0101503,0
1015,1,1,1,6,36,81,356,1,15,2,4,2,3,1,16,1,2, , ,A,1,2,36,0101504,0
1015,1,1,1,6,36,81,356,1,15,2,5,1,3,1,12,1,1,4,4,D, ,2,36,0101505,0
1015,1,1,1,6,36,81,356,1,15,2,6,1,3,1,10, ,1,3,3,D, ,2,36,0101506,0
1015,1,1,1,6,36,81,356,1,15,2,7,1,3,1,2, , , , , , ,2,36,0101507,0
1015,1,1,1,6,36,81,356,1,15,2,8,1,3,1,0, , , , , , ,2,36,0101508,0
1018,1,1,1,6,36,81,356,1,18,2,1,1,1,1,31,2,1,5,6,A,2,2,36,0101801,0
1018,1,1,1,6,36,81,356,1,18,2,2,1,2,2,26,2,1,4,5,C, ,2,36,0101802,0
1018,1,1,1,6,36,81,356,1,18,2,3,1,3,2,6, ,1,0,1,D, ,2,36,0101803,0
1018,1,1,1,6,36,81,356,1,18,2,4,1,3,1,3, , , , , , ,2,36,0101804,0
1018,1,1,1,6,36,81,356,1,18,2,5,1,3,1,1, , , , , , ,2,36,0101805,0
1018,1,1,1,6,36,81,356,1,18,2,6,1,6,2,60,3,2, , ,C, ,2,36,0101806,0
1021,1,1,1,6,36,81,356,1,21,2,1,1,1,1,28,2,1,3,3,A,2,2,36,0102101,0
1021,1,1,1,6,36,81,356,1,21,2,2,1,2,2,23,2,1,5,5,C, ,2,36,0102102,0
1021,1,1,1,6,36,81,356,1,21,2,3,1,3,1,7, ,1,0,0,D, ,2,36,0102103,0
1021,1,1,1,6,36,81,356,1,21,2,4,1,3,1,3, , , , , , ,2,36,0102104,0
1023,1,1,1,6,36,81,356,1,23,2,1,1,1,1,45,2,2, , ,A,2,2,36,0102301,0
1023,1,1,1,6,36,81,356,1,23,2,2,1,2,2,37,2,2, , ,C, ,2,36,0102302,0
1023,1,1,1,6,36,81,356,1,23,2,3,1,3,2,15,1,1,7,8,D, ,2,36,0102303,0
1023,1,1,1,6,36,81,356,1,23,2,4,1,3,2,12,1,1,4,5,D, ,2,36,0102304,0
1023,1,1,1,6,36,81,356,1,23,2,5,1,3,2,8, ,1,1,2,D, ,2,36,0102305,0
1023,1,1,1,6,36,81,356,1,23,2,6,1,3,2,4, , , , , , ,2,36,0102306,0
1023,1,1,1,6,36,81,356,1,23,2,7,1,3,1,6, ,1,0,1,D, ,2,36,0102307,0
1023,1,1,1,6,36,81,356,1,23,2,8,1,3,2,1, , , , , , ,2,36,0102308,0
1023,1,1,1,6,36,81,356,1,23,2,9,2,3,1,24,1,1,5,5,A,1,2,36,0102309,0
1026,1,1,1,6,36,81,356,1,26,2,1,1,1,1,36,2,1,9,10,A,2,2,36,0102601,0
1026,1,1,1,6,36,81,356,1,26,2,2,1,2,2,28,2,1,7,8,C, ,2,36,0102602,0
1026,1,1,1,6,36,81,356,1,26,2,3,1,3,2,10, ,1,5,5,D, ,2,36,0102603,0
1026,1,1,1,6,36,81,356,1,26,2,4,1,3,1,7, ,1,1,2,D, ,2,36,0102604,0
1026,1,1,1,6,36,81,356,1,26,2,5,1,3,1,1, , , , , , ,2,36,0102605,0
1026,1,1,1,6,36,81,356,1,26,2,6,1,6,2,85,3,1,5,5,E, ,2,36,0102606,0
1033,1,1,1,6,36,81,356,1,33,2,1,1,1,1,30,2,1,3,3,A,2,2,36,0103301,0
1033,1,1,1,6,36,81,356,1,33,2,2,1,2,2,25,2,1,5,5,C, ,2,36,0103302,0
1033,1,1,1,6,36,81,356,1,33,2,3,1,3,1,8, ,1,0,1,D, ,2,36,0103303,0
1033,1,1,1,6,36,81,356,1,33,2,4,1,3,1,4, , , , , , ,2,36,0103304,0
1033,1,1,1,6,36,81,356,1,33,2,5,1,3,1,1, , , , , , ,2,36,0103305,0
1036,1,1,1,6,36,81,356,1,36,2,1,1,1,1,31,2,2, , ,A,2,2,36,0103601,0
1036,1,1,1,6,36,81,356,1,36,2,2,1,2,2,25,2,1,4,5,C, ,2,36,0103602,0
1036,1,1,1,6,36,81,356,1,36,2,3,1,3,1,4, , , , , , ,2,36,0103603,0
1036,1,1,1,6,36,81,356,1,36,2,4,1,3,2,2, , , , , , ,2,36,0103604,0
1038,1,1,1,6,36,81,356,1,38,2,1,1,1,1,65,2,2, , ,A,2,2,36,0103801,0
1038,1,1,1,6,36,81,356,1,38,2,2,1,2,2,55,2,2, , ,C, ,2,36,0103802,0
1038,1,1,1,6,36,81,356,1,38,2,3,1,3,1,25,2,1,7,8,A,2,2,36,0103803,0
1038,1,1,1,6,36,81,356,1,38,2,4,1,4,2,18,2,1,5,5,C, ,2,36,0103804,0
1038,1,1,1,6,36,81,356,1,38,2,5,1,5,1,5, , , , , , ,2,36,0103805,0
1038,1,1,1,6,36,81,356,1,38,2,6,1,5,2,1, , , , , , ,2,36,0103806,0
1043,1,1,1,6,36,81,356,1,43,2,1,1,1,1,32,2,1,8,8,A,2,2,36,0104301,0
1043,1,1,1,6,36,81,356,1,43,2,2,1,2,2,26,2,1,5,6,C, ,2,36,0104302,0
1043,1,1,1,6,36,81,356,1,43,2,3,1,3,2,8, ,1,2,3,D, ,2,36,0104303,0
1043,1,1,1,6,36,81,356,1,43,2,4,1,3,1,2, , , , , , ,2,36,0104304,0
1043,1,1,1,6,36,81,356,1,43,2,5,1,6,1,70,2,2, , ,C, ,2,36,0104305,0
1043,1,1,1,6,36,81,356,1,43,2,6,1,6,2,60,2,2, , ,C, ,2,36,0104306,0
1043,1,1,1,6,36,81,356,1,43,2,7,1,8,1,27,2,1,5,5,A,2,2,36,0104307,0
1043,1,1,1,6,36,81,356,1,43,2,8,1,9,2,18,2,1,8,8,C, ,2,36,0104308,0
1047,1,1,1,6,36,81,356,1,47,2,1,1,1,1,38,2,2, , ,A,2,2,36,0104701,0
1047,1,1,1,6,36,81,356,1,47,2,2,1,2,2,32,2,2, , ,C, ,2,36,0104702,0
1047,1,1,1,6,36,81,356,1,47,2,3,1,3,1,14,1,2, , ,A,2,2,36,0104703,0
1047,1,1,1,6,36,81,356,1,47,2,4,1,3,1,10, ,2, , ,A,2,2,36,0104704,0
1047,1,1,1,6,36,81,356,1,47,2,5,1,3,2,9, ,1,2,2,D, ,2,36,0104705,0
1047,1,1,1,6,36,81,356,1,47,2,6,1,3,1,7, ,1,0,1,D, ,2,36,0104706,0
1047,1,1,1,6,36,81,356,1,47,2,7,1,3,1,1, , , , , , ,1,36,0104707,0
1052,1,1,1,6,36,81,356,1,52,2,1,1,1,1,25,2,1,5,5,A,2,2,36,0105201,0
1052,1,1,1,6,36,81,356,1,52,2,2,1,2,2,20,2,1,6,7,C, ,2,36,0105202,0
1052,1,1,1,6,36,81,356,1,52,2,3,1,3,2,2, , , , , , ,2,36,0105203,0
1052,1,1,1,6,36,81,356,1,52,2,4,1,6,1,70,2,2, , ,E, ,2,36,0105204,0
1052,1,1,1,6,36,81,356,1,52,2,5,1,6,2,60,2,2, , ,C, ,2,36,0105205,0
1054,1,1,1,6,36,81,356,1,54,2,1,1,1,1,25,2,1,1,2,A,2,2,36,0105401,0
1054,1,1,1,6,36,81,356,1,54,2,2,1,2,2,20,2,1,5,5,C, ,2,36,0105402,0
1054,1,1,1,6,36,81,356,1,54,2,3,1,3,1,3, , , , , , ,2,36,0105403,0
1062,1,1,1,6,36,81,356,1,62,2,1,1,1,1,38,2,1,16,18,A,2,2,36,0106201,0
1062,1,1,1,6,36,81,356,1,62,2,2,1,2,2,34,2,1,12,13,A,2,2,36,0106202,0
1062,1,1,1,6,36,81,356,1,62,2,3,1,3,2,13,1,1,8,9,D, ,2,36,0106203,0
1062,1,1,1,6,36,81,356,1,62,2,4,1,3,2,10, ,1,4,5,D, ,2,36,0106204,0
1062,1,1,1,6,36,81,356,1,62,2,5,1,3,2,1, , , , , , ,2,36,0106205,0
1072,1,1,1,6,36,81,356,1,72,2,1,2,1,1,42,2,2, , ,A,1,2,36,0107201,0
1072,1,1,1,6,36,81,356,1,72,2,2,1,2,2,35,2,2, , ,C, ,2,36,0107202,0
1072,1,1,1,6,36,81,356,1,72,2,3,1,3,2,20,1,2, , ,C, ,2,36,0107203,0
1072,1,1,1,6,36,81,356,1,72,2,4,1,3,2,12,1,1,4,5,D, ,2,36,0107204,0
1072,1,1,1,6,36,81,356,1,72,2,5,1,3,1,10, ,1,1,2,D, ,2,36,0107205,0
1072,1,1,1,6,36,81,356,1,72,2,6,1,3,2,8, ,1,0,1,D, ,2,36,0107206,0
1072,1,1,1,6,36,81,356,1,72,2,7,1,3,1,0, , , , , , ,2,36,0107207,0
1074,1,1,1,6,36,81,356,1,74,2,1,1,1,1,35,2,2, , ,A,1,2,36,0107401,0
1074,1,1,1,6,36,81,356,1,74,2,2,1,2,2,33,2,2, , ,C, ,2,36,0107402,0
1074,1,1,1,6,36,81,356,1,74,2,3,2,3,1,16,1,1,5,5,A,1,2,36,0107403,0
1074,1,1,1,6,36,81,356,1,74,2,4,1,3,2,14,1,1,6,7,D, ,2,36,0107404,0
1074,1,1,1,6,36,81,356,1,74,2,5,1,3,1,12,1,1,3,3,D, ,2,36,0107405,0
1074,1,1,1,6,36,81,356,1,74,2,6,1,3,1,6, ,1,1,1,D, ,2,36,0107406,0
1074,1,1,1,6,36,81,356,1,74,2,7,4,3,2,0, , , , , , ,2,36,0107407,0
1077,1,1,1,6,36,81,356,1,77,2,1,1,1,1,31,2,1,3,3,A,2,2,36,0107701,0
1077,1,1,1,6,36,81,356,1,77,2,2,1,2,2,27,2,1,5,5,C, ,2,36,0107702,0
1077,1,1,1,6,36,81,356,1,77,2,3,1,3,2,11,1,1,2,2,D, ,2,36,0107703,0
1077,1,1,1,6,36,81,356,1,77,2,4,1,3,2,7, ,1,0,0,D, ,2,36,0107704,0
1077,1,1,1,6,36,81,356,1,77,2,5,1,3,1,6, ,1,0,0,D, ,2,36,0107705,0
1077,1,1,1,6,36,81,356,1,77,2,6,1,3,1,1, , , , , , ,2,36,0107706,0
1080,1,1,1,6,36,81,356,1,80,2,1,1,1,1,27,2,1,4,4,A,2,2,36,0108001,0
1080,1,1,1,6,36,81,356,1,80,2,2,1,2,2,24,2,1,4,5,C, ,2,36,0108002,0
1080,1,1,1,6,36,81,356,1,80,2,3,1,3,2,5, , , , , , ,2,36,0108003,0
1080,1,1,1,6,36,81,356,1,80,2,4,1,3,2,2, , , , , , ,2,36,0108004,0
1080,1,1,1,6,36,81,356,1,80,2,5,1,6,1,58,2,2, , ,A,2,2,36,0108005,0
1080,1,1,1,6,36,81,356,1,80,2,6,1,6,2,51,2,2, , ,C, ,2,36,0108006,0
1080,1,1,1,6,36,81,356,1,80,2,7,1,8,1,19,1,2, , ,A,2,2,36,0108007,0
1080,1,1,1,6,36,81,356,1,80,2,8,1,8,2,15,1,1,6,6,D, ,2,36,0108008,0
1088,1,1,1,6,36,81,356,1,88,2,1,1,1,1,41,2,2, , ,A,2,2,36,0108801,0
1088,1,1,1,6,36,81,356,1,88,2,2,1,2,2,34,2,2, , ,C, ,2,36,0108802,0
1088,1,1,1,6,36,81,356,1,88,2,3,1,3,2,14,1,1,6,7,D, ,2,36,0108803,0
1088,1,1,1,6,36,81,356,1,88,2,4,1,3,1,10, ,1,4,5,A,2,2,36,0108804,0
1088,1,1,1,6,36,81,356,1,88,2,5,1,3,1,8, ,1,2,3,D, ,2,36,0108805,0
1088,1,1,1,6,36,81,356,1,88,2,6,1,3,2,6, ,1,0,1,D, ,2,36,0108806,0
1088,1,1,1,6,36,81,356,1,88,2,7,1,3,2,4, , , , , , ,2,36,0108807,0
1088,1,1,1,6,36,81,356,1,88,2,8,1,6,1,90,2,2, , ,C, ,2,36,0108808,0
1088,1,1,1,6,36,81,356,1,88,2,9,1,6,2,80,2,2, , ,C, ,2,36,0108809,0
1090,1,1,1,6,36,81,356,1,90,2,1,1,1,1,36,2,2, , ,A,1,2,36,0109001,0
1090,1,1,1,6,36,81,356,1,90,2,2,1,2,2,27,2,2, , ,C, ,2,36,0109002,0
1090,1,1,1,6,36,81,356,1,90,2,3,1,3,1,9, ,1,1,2,D, ,2,36,0109003,0
1090,1,1,1,6,36,81,356,1,90,2,4,1,3,2,6, ,1,0,0,D, ,2,36,0109004,0
1090,1,1,1,6,36,81,356,1,90,2,5,1,3,2,2, , , , , , ,2,36,0109005,0
1090,1,1,1,6,36,81,356,1,90,2,6,4,3,2,0, , , , , , ,2,36,0109006,0
1093,1,1,1,6,36,81,356,1,93,2,1,1,1,1,30,2,2, , ,A,2,2,36,0109301,0
1093,1,1,1,6,36,81,356,1,93,2,2,1,2,2,24,2,1,4,5,C, ,2,36,0109302,0
1093,1,1,1,6,36,81,356,1,93,2,3,1,3,1,7, ,1,0,1,D, ,2,36,0109303,0
1093,1,1,1,6,36,81,356,1,93,2,4,1,3,2,3, , , , , , ,2,36,0109304,0
1098,1,1,1,6,36,81,356,1,98,2,1,1,1,1,32,2,1,10,10,A,2,2,36,0109801,0
1098,1,1,1,6,36,81,356,1,98,2,2,1,2,2,25,2,1,8,8,C, ,2,36,0109802,0
1098,1,1,1,6,36,81,356,1,98,2,3,1,3,2,5, , , , , , ,2,36,0109803,0
1098,1,1,1,6,36,81,356,1,98,2,4,1,3,2,3, , , , , , ,2,36,0109804,0
1098,1,1,1,6,36,81,356,1,98,2,5,1,6,1,53,2,2, , ,A,2,2,36,0109805,0
1098,1,1,1,6,36,81,356,1,98,2,6,1,6,2,47,2,2, , ,C, ,2,36,0109806,0
1098,1,1,1,6,36,81,356,1,98,2,7,2,8,1,28,2,1,9,9,A,1,3,98,0109807,0
1098,1,1,1,6,36,81,356,1,98,2,8,1,9,2,18,2,1,8,9,C, ,2,36,0109808,0
1098,1,1,1,6,36,81,356,1,98,2,9,1,8,1,18,1,1,10,10,D, ,2,36,0109809,0
2001,2,1,1,6,36,81,470,1,1,2,1,1,1,1,31,2,1,0,1,A,2,2,36,0200101,0
2001,2,1,1,6,36,81,470,1,1,2,2,1,2,2,26,2,2, , ,C, ,2,36,0200102,0
2001,2,1,1,6,36,81,470,1,1,2,3,1,3,1,5, , , , , , ,2,36,0200103,0
2001,2,1,1,6,36,81,470,1,1,2,4,1,3,2,3, , , , , , ,2,36,0200104,0
2001,2,1,1,6,36,81,470,1,1,2,5,1,6,1,60,2,2, , ,C, ,2,36,0200105,0
2001,2,1,1,6,36,81,470,1,1,2,6,1,6,2,50,2,2, , ,C, ,2,36,0200106,0
2006,2,1,1,6,36,81,470,1,6,2,1,1,1,1,28,2,1,2,2,A,2,2,36,0200601,0
2006,2,1,1,6,36,81,470,1,6,2,2,1,2,2,24,2,1,3,3,C, ,2,36,0200602,0
2006,2,1,1,6,36,81,470,1,6,2,3,1,3,2,1, , , , , , ,2,36,0200603,0
2013,2,1,1,6,36,81,470,1,13,2,1,1,1,1,33,2,2, , ,A,2,2,36,0201301,0
2013,2,1,1,6,36,81,470,1,13,2,2,1,2,2,27,2,1,5,5,C, ,2,36,0201302,0
2013,2,1,1,6,36,81,470,1,13,2,3,1,3,1,10, ,1,2,3,D, ,2,36,0201303,0
2013,2,1,1,6,36,81,470,1,13,2,4,1,3,1,7, ,1,0,1,D, ,2,36,0201304,0
2013,2,1,1,6,36,81,470,1,13,2,5,1,3,1,3, , , , , , ,2,36,0201305,0
2013,2,1,1,6,36,81,470,1,13,2,6,1,6,1,55,3,2, , ,C, ,2,36,0201306,0
2017,2,1,1,6,36,81,470,1,17,2,1,1,1,1,33,2,1,3,3,A,2,2,36,0201701,0
2017,2,1,1,6,36,81,470,1,17,2,2,1,2,2,28,2,2, , ,C, ,2,36,0201702,0
2017,2,1,1,6,36,81,470,1,17,2,3,1,3,1,10, ,1,1,1,D, ,2,36,0201703,0
2017,2,1,1,6,36,81,470,1,17,2,4,1,3,2,6, ,1,0,1,D, ,2,36,0201704,0
2017,2,1,1,6,36,81,470,1,17,2,5,1,3,2,2, , , , , , ,2,36,0201705,0
2019,2,1,1,6,36,81,470,1,19,2,1,1,1,1,53,2,1,5,5,A,2,2,36,0201901,0
2019,2,1,1,6,36,81,470,1,19,2,2,1,2,2,46,2,2, , ,C, ,2,36,0201902,0
2019,2,1,1,6,36,81,470,1,19,2,3,1,3,1,19,1,1,4,5,A,2,2,36,0201903,0
2019,2,1,1,6,36,81,470,1,19,2,4,1,3,1,14,1,1,5,5,D, ,2,36,0201904,0
2019,2,1,1,6,36,81,470,1,19,2,5,1,3,1,12,1,1,2,2,D, ,2,36,0201905,0
2019,2,1,1,6,36,81,470,1,19,2,6,1,3,2,10, ,1,2,2,D, ,2,36,0201906,0
2019,2,1,1,6,36,81,470,1,19,2,7,1,3,2,8, ,1,1,1,D, ,2,36,0201907,0
2026,2,1,1,6,36,81,470,1,26,2,1,1,1,1,60,2,2, , ,A,2,2,36,0202601,0
2026,2,1,1,6,36,81,470,1,26,2,2,1,2,2,49,2,2, , ,C, ,2,36,0202602,0
2026,2,1,1,6,36,81,470,1,26,2,3,1,3,1,24,1,1,8,8,A,2,2,36,0202603,0
2026,2,1,1,6,36,81,470,1,26,2,4,1,3,2,13,1,1,4,4,D, ,2,36,0202604,0
2026,2,1,1,6,36,81,470,1,26,2,5,1,3,1,11,1,1,3,3,D, ,2,36,0202605,0
2026,2,1,1,6,36,81,470,1,26,2,6,1,6,1,95,3,2, , ,E, ,2,36,0202606,0
2029,2,1,1,6,36,81,470,1,29,2,1,1,1,1,35,2,2, , ,A,2,2,36,0202901,0
2029,2,1,1,6,36,81,470,1,29,2,2,1,2,2,30,2,1,4,5,C, ,2,36,0202902,0
2029,2,1,1,6,36,81,470,1,29,2,3,1,3,1,6, ,1,0,1,D, ,2,36,0202903,0
2029,2,1,1,6,36,81,470,1,29,2,4,1,3,2,3, , , , , , ,2,36,0202904,0
2032,2,1,1,6,36,81,470,1,32,2,1,1,1,1,35,2,1,5,5,A,2,2,36,0203201,0
2032,2,1,1,6,36,81,470,1,32,2,2,1,2,2,28,2,2, , ,C, ,2,36,0203202,0
2032,2,1,1,6,36,81,470,1,32,2,3,1,3,2,9, ,1,2,2,D, ,2,36,0203203,0
2032,2,1,1,6,36,81,470,1,32,2,4,1,3,1,7, ,1,1,1,D, ,2,36,0203204,0
2032,2,1,1,6,36,81,470,1,32,2,5,1,3,2,1, , , , , , ,2,36,0203205,0
2050,2,1,1,6,36,81,470,1,50,2,1,1,1,1,40,2,1,3,4,A,2,2,36,0205001,0
2050,2,1,1,6,36,81,470,1,50,2,2,1,2,2,35,2,1,7,8,C, ,2,36,0205002,0
2050,2,1,1,6,36,81,470,1,50,2,3,1,3,1,16,1,1,6,7,D, ,2,36,0205003,0
2050,2,1,1,6,36,81,470,1,50,2,4,1,3,1,9, ,1,2,3,D, ,2,36,0205004,0
2050,2,1,1,6,36,81,470,1,50,2,5,1,3,1,5, , , , , , ,2,36,0205005,0
2058,2,1,1,6,36,81,470,1,58,2,1,1,1,1,27,2,1,2,2,A,2,2,36,0205801,0
2058,2,1,1,6,36,81,470,1,58,2,2,1,2,2,21,2,1,7,8,C, ,2,36,0205802,0
2058,2,1,1,6,36,81,470,1,58,2,3,1,6,2,55,3,2, , ,C, ,2,36,0205803,0
2058,2,1,1,6,36,81,470,1,58,2,4,1,8,1,20,1,1,4,5,A,2,2,36,0205804,0
2058,2,1,1,6,36,81,470,1,58,2,5,1,8,1,15,1,1,3,3,C, ,2,36,0205805,0
2058,2,1,1,6,36,81,470,1,58,2,6,1,8,2,12,1,1,4,4,D, ,2,36,0205806,0
2060,2,1,1,6,36,81,470,1,60,2,1,1,1,1,30,2,1,2,2,A,2,2,36,0206001,0
2060,2,1,1,6,36,81,470,1,60,2,2,1,2,2,27,2,1,3,3,C, ,2,36,0206002,0
2060,2,1,1,6,36,81,470,1,60,2,3,1,3,2,7, ,1,1,1,D, ,2,36,0206003,0
2060,2,1,1,6,36,81,470,1,60,2,4,1,3,2,4, , , , , , ,2,36,0206004,0
2060,2,1,1,6,36,81,470,1,60,2,5,1,3,2,2, , , , , , ,2,36,0206005,0
2074,2,1,1,6,36,81,470,1,74,2,1,1,1,1,40,2,2, , ,A,2,2,36,0207401,0
2074,2,1,1,6,36,81,470,1,74,2,2,1,2,2,33,2,1,4,5,C, ,2,36,0207402,0
2074,2,1,1,6,36,81,470,1,74,2,3,2,3,1,15,1,1,2,2,A,1,2,36,0207403,0
2074,2,1,1,6,36,81,470,1,74,2,4,1,3,2,12,1,1,3,3,D, ,2,36,0207404,0
2074,2,1,1,6,36,81,470,1,74,2,5,1,3,1,9, ,1,2,3,D, ,2,36,0207405,0
2074,2,1,1,6,36,81,470,1,74,2,6,1,3,1,7, ,1,0,1,D, ,2,36,0207406,0
2074,2,1,1,6,36,81,470,1,74,2,7,1,3,1,4, , , , , , ,2,36,0207407,0
2075,2,1,1,6,36,81,470,1,75,2,1,1,1,1,36,2,2, , ,A,2,2,36,0207501,0
2075,2,1,1,6,36,81,470,1,75,2,2,1,2,2,27,2,2, , ,C, ,2,36,0207502,0
2075,2,1,1,6,36,81,470,1,75,2,3,1,3,1,10, ,1,1,2,D, ,2,36,0207503,0
2075,2,1,1,6,36,81,470,1,75,2,4,1,3,1,7, ,1,0,1,D, ,2,36,0207504,0
2075,2,1,1,6,36,81,470,1,75,2,5,1,3,1,4, , , , , , ,2,36,0207505,0
2079,2,1,1,6,36,81,470,1,79,2,1,1,1,1,35,2,1,5,5,A,2,2,36,0207901,0
2079,2,1,1,6,36,81,470,1,79,2,2,1,2,2,28,2,1,4,5,C, ,2,36,0207902,0
2079,2,1,1,6,36,81,470,1,79,2,3,1,3,1,9, ,1,1,2,D, ,2,36,0207903,0
2079,2,1,1,6,36,81,470,1,79,2,4,1,3,2,6, ,1,0,1,D, ,2,36,0207904,0
2079,2,1,1,6,36,81,470,1,79,2,5,1,3,2,4, , , , , , ,2,36,0207905,0
2079,2,1,1,6,36,81,470,1,79,2,6,1,3,2,0, , , , , , ,2,36,0207906,0
2081,2,1,1,6,36,81,470,1,81,2,1,1,1,1,23,2,2, , ,A,2,2,36,0208101,0
2081,2,1,1,6,36,81,470,1,81,2,2,1,2,2,19,2,1,4,5,C, ,2,36,0208102,0
2081,2,1,1,6,36,81,470,1,81,2,3,1,3,1,0, , , , , , ,2,36,0208103,0
2081,2,1,1,6,36,81,470,1,81,2,4,1,6,1,60,3,2, , ,C, ,2,36,0208104,0
2081,2,1,1,6,36,81,470,1,81,2,5,1,8,1,12,1,1,4,5,C, ,2,36,0208105,0
2084,2,1,1,6,36,81,470,1,84,2,1,1,1,1,53,2,2, , ,C, ,2,36,0208401,0
2084,2,1,1,6,36,81,470,1,84,2,2,1,2,2,43,2,1,4,4,C, ,2,36,0208402,0
2084,2,1,1,6,36,81,470,1,84,2,3,1,3,1,23,1,1,6,6,A,2,2,36,0208403,0
2084,2,1,1,6,36,81,470,1,84,2,4,1,3,1,18,1,1,5,5,A,2,2,36,0208404,0
2084,2,1,1,6,36,81,470,1,84,2,5,2,3,1,16,1,1,2,3,A,1,2,36,0208405,0
2084,2,1,1,6,36,81,470,1,84,2,6,1,3,1,14,1,1,5,5,D, ,2,36,0208406,0
2084,2,1,1,6,36,81,470,1,84,2,7,1,3,2,10, ,1,4,4,D, ,2,36,0208407,0
2084,2,1,1,6,36,81,470,1,84,2,8,1,3,2,7, ,1,0,1,D, ,2,36,0208408,0
2091,2,1,1,6,36,81,470,1,91,2,1,1,1,1,55,2,1,5,5,A,2,2,36,0209101,0
2091,2,1,1,6,36,81,470,1,91,2,2,1,2,2,48,2,2, , ,C, ,2,36,0209102,0
2091,2,1,1,6,36,81,470,1,91,2,3,3,3,1,29,2,1,7,7,A,1,2,36,0209103,0
2091,2,1,1,6,36,81,470,1,91,2,4,1,3,1,24,1,1,2,2,A,1,2,36,0209104,0
2091,2,1,1,6,36,81,470,1,91,2,5,1,3,1,12,1,1,3,3,A,1,2,36,0209105,0
2091,2,1,1,6,36,81,470,1,91,2,6,2,3,1,16,1,1,6,6,A,1,2,36,0209106,0
2091,2,1,1,6,36,81,470,1,91,2,7,1,3,1,3, , , , , , ,2,36,0209107,0
2091,2,1,1,6,36,81,470,1,91,2,8,1,4,2,22,2,2, , ,C, ,2,36,0209108,0
2091,2,1,1,6,36,81,470,1,91,2,9,1,5,1,2, , , , , , ,2,36,0209109,0
2091,2,1,1,6,36,81,470,1,91,2,10,4,3,1,14,1,1,2,3,D, ,2,36,0209110,0
2094,2,1,1,6,36,81,470,1,94,2,1,1,1,1,58,2,2, , ,A,2,2,36,0209401,0
2094,2,1,1,6,36,81,470,1,94,2,2,1,2,2,49,2,2, , ,C, ,2,36,0209402,0
2094,2,1,1,6,36,81,470,1,94,2,3,3,3,1,28,1,2, , ,A,1,2,36,0209403,0
2096,2,1,1,6,36,81,470,1,96,2,1,1,1,1,55,2,1,5,5,A,2,2,36,0209601,0
2096,2,1,1,6,36,81,470,1,96,2,2,1,2,2,45,2,1,2,3,C, ,2,36,0209602,0
2096,2,1,1,6,36,81,470,1,96,2,3,2,3,1,20,1,1,5,5,A,1,2,36,0209603,0
2096,2,1,1,6,36,81,470,1,96,2,4,1,3,1,18,1,1,5,5,D, ,2,36,0209604,0
2096,2,1,1,6,36,81,470,1,96,2,5,1,3,2,16,1,1,7,7,C, ,2,36,0209605,0
2096,2,1,1,6,36,81,470,1,96,2,6,1,3,1,14,1,1,5,5,D, ,2,36,0209606,0
