IDNO,CLUSTER,ZONE,DIVISION,DISTRICT,UPAZILA,UNION,MOUZA,SEGMENT,HNUMBER,SROUND,ID,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112A,Q112B,UID,DUID
32028,32,4,1,6,32,31,259,2,28,2,1,1,1,1,48,2,1,2,2,A,2,2,32,3202801,0
32028,32,4,1,6,32,31,259,2,28,2,2,1,2,2,30,2,1,4,4,C, ,2,32,3202802,0
32028,32,4,1,6,32,31,259,2,28,2,3,1,3,2,3, , , , , , ,2,32,3202803,0
32028,32,4,1,6,32,31,259,2,28,2,4,1,3,2,1, , , , , , ,2,32,3202804,0
32034,32,4,1,6,32,31,259,2,34,2,1,1,1,1,35,2,1,2,2,A,2,2,32,3203401,0
32034,32,4,1,6,32,31,259,2,34,2,2,1,2,2,29,2,1,9,10,C, ,2,32,3203402,0
32034,32,4,1,6,32,31,259,2,34,2,3,1,3,1,6, ,1,0,1,D, ,2,32,3203403,0
32034,32,4,1,6,32,31,259,2,34,2,4,1,6,2,60,3,2, , ,C, ,2,32,3203404,0
32040,32,4,1,6,32,31,259,2,40,2,1,1,1,1,43,2,1,2,2,A,2,2,32,3204001,0
32040,32,4,1,6,32,31,259,2,40,2,2,1,2,2,34,2,1,8,9,C, ,2,32,3204002,0
32040,32,4,1,6,32,31,259,2,40,2,3,1,3,2,19,1,1,12,13,D, ,2,32,3204003,0
32040,32,4,1,6,32,31,259,2,40,2,4,1,3,1,16,1,1,9,9,D, ,2,32,3204004,0
32040,32,4,1,6,32,31,259,2,40,2,5,1,3,1,9, ,1,3,3,D, ,2,32,3204005,0
32040,32,4,1,6,32,31,259,2,40,2,6,4,6,2,75,3,2, , ,E, ,2,32,3204006,0
32049,32,4,1,6,32,31,259,2,49,2,1,1,1,1,27,1,1,9,10,A,2,2,32,3204901,0
32049,32,4,1,6,32,31,259,2,49,2,2,1,6,2,52,3,2, , ,C, ,2,32,3204902,0
32049,32,4,1,6,32,31,259,2,49,2,3,1,8,2,23,2,1,2,3,C, ,2,32,3204903,0
32049,32,4,1,6,32,31,259,2,49,2,4,1,8,1,16,1,1,1,2,C, ,2,32,3204904,0
32050,32,4,1,6,32,31,259,2,50,2,1,1,1,2,40,2,2, , ,C, ,2,32,3205001,0
32050,32,4,1,6,32,31,259,2,50,2,2,2,2,1,47,2,1,8,8,A,1,2,32,3205002,0
32050,32,4,1,6,32,31,259,2,50,2,3,1,3,1,18,1,1,10,10,D, ,2,32,3205003,0
32050,32,4,1,6,32,31,259,2,50,2,4,1,3,2,12,1,1,5,5,D, ,2,32,3205004,0
32050,32,4,1,6,32,31,259,2,50,2,5,1,3,2,10, ,1,3,3,D, ,2,32,3205005,0
32050,32,4,1,6,32,31,259,2,50,2,6,1,7,2,60,3,2, , ,C, ,2,32,3205006,0
32054,32,4,1,6,32,31,259,2,54,2,1,1,1,1,54,2,2, , ,A,2,2,32,3205401,0
32054,32,4,1,6,32,31,259,2,54,2,2,1,2,2,48,2,2, , ,C, ,2,32,3205402,0
32060,32,4,1,6,32,31,259,2,60,2,1,1,1,1,60,2,1,10,12,A,2,2,32,3206001,0
32060,32,4,1,6,32,31,259,2,60,2,2,1,2,2,48,2,1,9,9,C, ,2,32,3206002,0
32060,32,4,1,6,32,31,259,2,60,2,3,2,3,1,31,2,1,10,12,A,1,3,98,3206003,0
32060,32,4,1,6,32,31,259,2,60,2,4,1,3,1,21,1,1,12,14,D, ,2,32,3206004,0
32060,32,4,1,6,32,31,259,2,60,2,5,1,4,2,25,2,1,9,10,C, ,4,48,3206005,0
32060,32,4,1,6,32,31,259,2,60,2,6,1,5,2,3, , , , , , ,4,48,3206006,0
32060,32,4,1,6,32,31,259,2,60,2,7,1,5,2,0, , , , , , ,2,32,3206007,0
32065,32,4,1,6,32,31,259,2,65,2,1,1,1,1,52,2,2, , ,A,2,2,32,3206501,0
32065,32,4,1,6,32,31,259,2,65,2,2,1,2,2,37,2,1,5,5,A,2,2,32,3206502,0
32065,32,4,1,6,32,31,259,2,65,2,3,1,3,1,15,1,1,4,4,A,2,2,32,3206503,0
32065,32,4,1,6,32,31,259,2,65,2,4,1,3,2,13,1,1,5,5,D, ,2,32,3206504,0
32067,32,4,1,6,32,31,259,2,67,2,1,1,1,1,35,2,1,5,6,A,2,2,32,3206701,0
32067,32,4,1,6,32,31,259,2,67,2,2,1,2,2,28,2,1,8,8,C, ,2,32,3206702,0
32067,32,4,1,6,32,31,259,2,67,2,3,1,3,1,9, ,1,2,3,D, ,2,32,3206703,0
32067,32,4,1,6,32,31,259,2,67,2,4,1,3,1,1, , , , , , ,2,32,3206704,0
32071,32,4,1,6,32,31,259,2,71,2,1,2,1,1,20,1,1,3,4,A,1,2,32,3207101,0
32071,32,4,1,6,32,31,259,2,71,2,2,1,6,1,55,2,2, , ,A,2,2,32,3207102,0
32071,32,4,1,6,32,31,259,2,71,2,3,1,6,2,38,2,2, , ,C, ,2,32,3207103,0
32071,32,4,1,6,32,31,259,2,71,2,4,2,8,2,22,1,2, , ,A,1,2,32,3207104,0
32071,32,4,1,6,32,31,259,2,71,2,5,2,8,1,18,1,1,2,3,A,1,2,32,3207105,0
32071,32,4,1,6,32,31,259,2,71,2,6,1,8,2,11,1,1,3,3,D, ,2,32,3207106,0
32071,32,4,1,6,32,31,259,2,71,2,7,1,8,2,7, ,1,1,1,D, ,2,32,3207107,0
32071,32,4,1,6,32,31,259,2,71,2,8,1,8,2,2, , , , , , ,2,32,3207108,0
32075,32,4,1,6,32,31,259,2,75,2,1,1,1,1,32,2,1,3,5,A,2,2,32,3207501,0
32075,32,4,1,6,32,31,259,2,75,2,2,1,2,2,30,2,1,3,4,C, ,4,42,3207502,0
32075,32,4,1,6,32,31,259,2,75,2,3,1,3,2,11,1,1,6,6,D, ,2,32,3207503,0
32075,32,4,1,6,32,31,259,2,75,2,4,1,3,1,9, ,1,2,3,D, ,2,32,3207504,0
32075,32,4,1,6,32,31,259,2,75,2,5,1,3,2,4, , , , , , ,2,32,3207505,0
32075,32,4,1,6,32,31,259,2,75,2,6,1,3,1,2, , , , , , ,2,32,3207506,0
32081,32,4,1,6,32,31,259,2,81,2,1,1,1,1,75,2,2, , ,C, ,2,32,3208101,0
32081,32,4,1,6,32,31,259,2,81,2,2,1,2,2,70,2,2, , ,C, ,5,3,3208102,0
32081,32,4,1,6,32,31,259,2,81,2,3,1,3,1,34,2,1,8,8,A,2,2,32,3208103,0
32081,32,4,1,6,32,31,259,2,81,2,4,1,4,2,29,2,1,5,5,C, ,2,32,3208104,0
32081,32,4,1,6,32,31,259,2,81,2,5,1,5,1,13,1,1,7,7,D, ,2,32,3208105,0
32081,32,4,1,6,32,31,259,2,81,2,6,1,5,1,5, , , , , , ,2,32,3208106,0
32087,32,4,1,6,32,31,259,2,87,2,1,1,1,1,29,2,2, , ,A,2,2,32,3208701,0
32087,32,4,1,6,32,31,259,2,87,2,2,1,2,2,21,2,1,7,8,C, ,1,32,3208702,0
32087,32,4,1,6,32,31,259,2,87,2,3,1,3,2,1, , , , , , ,2,32,3208703,0
32112,32,4,1,6,32,31,259,2,112,2,1,1,1,1,50,2,1,9,10,A,2,2,32,3211201,0
32112,32,4,1,6,32,31,259,2,112,2,2,1,2,2,45,2,1,7,8,C, ,2,32,3211202,0
32112,32,4,1,6,32,31,259,2,112,2,3,2,3,1,23,1,1,10,12,A,1,2,32,3211203,0
32112,32,4,1,6,32,31,259,2,112,2,4,2,3,1,17,1,1,10,12,A,1,2,32,3211204,0
32112,32,4,1,6,32,31,259,2,112,2,5,1,3,1,14,1,1,4,5,D, ,2,32,3211205,0
32112,32,4,1,6,32,31,259,2,112,2,6,1,3,1,11,1,1,4,5,D, ,2,32,3211206,0
32112,32,4,1,6,32,31,259,2,112,2,7,1,3,1,9, ,1,2,2,D, ,2,32,3211207,0
32117,32,4,1,6,32,31,259,2,117,2,1,1,1,1,35,2,1,12,12,A,2,2,32,3211701,0
32117,32,4,1,6,32,31,259,2,117,2,2,1,2,2,24,2,1,10,10,C, ,4,48,3211702,0
32117,32,4,1,6,32,31,259,2,117,2,3,1,6,2,58,3,2, , ,C, ,2,32,3211703,0
32117,32,4,1,6,32,31,259,2,117,2,4,1,8,1,20,1,1,8,9,C, ,2,32,3211704,0
32123,32,4,1,6,32,31,259,2,123,2,1,1,1,1,49,2,1,4,4,A,2,2,32,3212301,0
32123,32,4,1,6,32,31,259,2,123,2,2,1,2,2,43,2,1,5,5,C, ,2,32,3212302,0
32123,32,4,1,6,32,31,259,2,123,2,3,1,3,1,24,1,1,3,3,A,2,2,32,3212303,0
32123,32,4,1,6,32,31,259,2,123,2,4,1,3,1,22,2,1,5,6,A,2,2,32,3212304,0
32123,32,4,1,6,32,31,259,2,123,2,5,1,3,1,20,1,1,9,10,D, ,2,32,3212305,0
32123,32,4,1,6,32,31,259,2,123,2,6,1,3,1,18,1,1,9,10,D, ,2,32,3212306,0
32123,32,4,1,6,32,31,259,2,123,2,7,1,3,2,16,1,1,6,7,D, ,2,32,3212307,0
32123,32,4,1,6,32,31,259,2,123,2,8,1,3,1,14,1,1,3,4,D, ,2,32,3212308,0
32123,32,4,1,6,32,31,259,2,123,2,9,1,4,2,17,2,1,9,10,C, ,5,62,3212309,0
32128,32,4,1,6,32,31,259,2,128,2,1,1,1,1,55,2,1,0,1,C, ,2,32,3212801,0
32128,32,4,1,6,32,31,259,2,128,2,2,1,2,2,49,2,1,4,4,C, ,2,32,3212802,0
32128,32,4,1,6,32,31,259,2,128,2,3,2,3,1,22,1,1,8,8,A,1,2,32,3212803,0
32128,32,4,1,6,32,31,259,2,128,2,4,2,3,1,29,2,1,9,9,A,1,2,32,3212804,0
32128,32,4,1,6,32,31,259,2,128,2,5,1,4,2,20,2,1,9,9,C, ,2,32,3212805,0
32133,32,4,1,6,32,31,259,2,133,2,1,1,1,1,50,2,2, , ,A,2,2,32,3213301,0
32133,32,4,1,6,32,31,259,2,133,2,2,1,2,2,43,2,1,5,5,C, ,2,32,3213302,0
32133,32,4,1,6,32,31,259,2,133,2,3,3,3,2,17,1,1,9,9,A,1,2,32,3213303,0
32133,32,4,1,6,32,31,259,2,133,2,4,1,3,1,14,1,1,5,5,D, ,2,32,3213304,0
32133,32,4,1,6,32,31,259,2,133,2,5,1,3,1,12,1,1,3,4,D, ,2,32,3213305,0
32133,32,4,1,6,32,31,259,2,133,2,6,1,3,1,10, ,1,3,4,D, ,2,32,3213306,0
32133,32,4,1,6,32,31,259,2,133,2,7,1,3,1,6, ,1,1,1,D, ,2,32,3213307,0
32133,32,4,1,6,32,31,259,2,133,2,8,1,3,2,4, , , , , , ,2,32,3213308,0
32134,32,4,1,6,32,31,259,2,134,2,1,1,1,1,60,2,1,8,8,C, ,2,32,3213401,0
32134,32,4,1,6,32,31,259,2,134,2,2,1,2,2,47,2,1,6,6,C, ,5,40,3213402,0
32134,32,4,1,6,32,31,259,2,134,2,3,2,3,1,25,1,1,12,14,A,1,2,32,3213403,0
32134,32,4,1,6,32,31,259,2,134,2,4,1,3,1,20,1,1,12,13,D, ,2,32,3213404,0
32134,32,4,1,6,32,31,259,2,134,2,5,1,3,2,12,1,1,6,6,D, ,2,32,3213405,0
32145,32,4,1,6,32,31,259,2,145,2,1,1,1,1,50,2,1,4,5,A,2,2,32,3214501,0
32145,32,4,1,6,32,31,259,2,145,2,2,1,2,2,45,2,1,4,5,C, ,2,32,3214502,0
32145,32,4,1,6,32,31,259,2,145,2,3,2,3,1,22,1,1,8,8,A,1,2,32,3214503,0
32145,32,4,1,6,32,31,259,2,145,2,4,1,3,1,18,1,1,10,12,D, ,2,32,3214504,0
33009,33,4,1,6,32,31,558,4,9,2,1,1,1,1,50,2,2, , ,A,2,2,32,3300901,0
33009,33,4,1,6,32,31,558,4,9,2,2,1,2,2,42,2,2, , ,C, ,2,32,3300902,0
33009,33,4,1,6,32,31,558,4,9,2,3,3,3,2,22,4,1,9,10,A,1,2,32,3300903,0
33009,33,4,1,6,32,31,558,4,9,2,4,1,3,1,20,1,1,6,6,A,2,2,32,3300904,0
33035,33,4,1,6,32,31,558,4,35,2,1,1,1,1,49,2,1,5,5,A,2,5,94,3303501,0
33035,33,4,1,6,32,31,558,4,35,2,2,1,2,2,43,2,1,6,6,C, ,5,2,3303502,0
33035,33,4,1,6,32,31,558,4,35,2,3,2,3,1,24,1,1,9,10,A,1,2,32,3303503,0
33035,33,4,1,6,32,31,558,4,35,2,4,2,3,1,21,1,1,9,10,A,1,2,32,3303504,0
33035,33,4,1,6,32,31,558,4,35,2,5,1,3,1,16,1,1,10,10,D, ,2,32,3303505,0
33039,33,4,1,6,32,31,558,4,39,2,1,1,1,1,25,2,1,6,7,A,2,2,32,3303901,0
33039,33,4,1,6,32,31,558,4,39,2,2,1,2,2,18,2,1,9,10,C, ,4,3,3303902,0
33039,33,4,1,6,32,31,558,4,39,2,3,1,6,2,49,3,1,4,5,C, ,2,32,3303903,0
33039,33,4,1,6,32,31,558,4,39,2,4,1,8,1,22,1,1,9,10,C, ,2,32,3303904,0
33040,33,4,1,6,32,31,558,4,40,2,1,1,1,1,35,2,1,2,2,A,2,2,32,3304001,0
33040,33,4,1,6,32,31,558,4,40,2,2,1,2,2,28,2,1,9,10,C, ,2,32,3304002,0
33045,33,4,1,6,32,31,558,4,45,2,1,1,1,1,50,2,1,7,8,A,2,2,32,3304501,0
33045,33,4,1,6,32,31,558,4,45,2,2,1,2,2,37,2,1,6,7,C, ,2,32,3304502,0
33045,33,4,1,6,32,31,558,4,45,2,3,1,3,1,19,1,1,10,13,D, ,2,32,3304503,0
33045,33,4,1,6,32,31,558,4,45,2,4,1,3,1,15,1,1,9,10,D, ,2,32,3304504,0
33045,33,4,1,6,32,31,558,4,45,2,5,1,3,2,6, ,1,1,2,D, ,2,32,3304505,0
33045,33,4,1,6,32,31,558,4,45,2,6,1,6,2,70,3,2, , ,C, ,5,94,3304506,0
33045,33,4,1,6,32,31,558,4,45,2,7,1,8,1,39,2,1,16,16,A,2,2,32,3304507,0
33045,33,4,1,6,32,31,558,4,45,2,8,1,8,1,35,2,1,8,9,A,2,2,32,3304508,0
33045,33,4,1,6,32,31,558,4,45,2,9,1,8,1,31,2,1,8,9,A,2,2,32,3304509,0
33045,33,4,1,6,32,31,558,4,45,2,10,1,9,2,23,2,1,12,14,D, ,2,32,3304510,0
33045,33,4,1,6,32,31,558,4,45,2,11,1,9,2,2, , , , , , ,2,32,3304511,0
33045,33,4,1,6,32,31,558,4,45,2,12,4,9,2,18,2,1,9,10,C, ,2,32,3304512,0
33045,33,4,1,6,32,31,558,4,45,2,13,4,9,2,18,2,1,9,10,C, ,2,32,3304513,0
33056,33,4,1,6,32,31,558,4,56,2,1,1,1,1,54,2,1,9,10,A,2,2,32,3305601,0
33056,33,4,1,6,32,31,558,4,56,2,2,1,2,2,48,2,1,7,8,C, ,2,32,3305602,0
33056,33,4,1,6,32,31,558,4,56,2,3,2,3,2,22,1,1,9,10,A,1,2,32,3305603,0
33056,33,4,1,6,32,31,558,4,56,2,4,2,3,2,20,1,1,9,10,A,1,2,32,3305604,0
33056,33,4,1,6,32,31,558,4,56,2,5,1,3,1,19,1,1,9,10,A,2,2,32,3305605,0
33056,33,4,1,6,32,31,558,4,56,2,6,1,3,2,15,1,1,10,11,D, ,2,32,3305606,0
33056,33,4,1,6,32,31,558,4,56,2,7,1,3,2,14,1,1,8,9,C, ,2,32,3305607,0
33056,33,4,1,6,32,31,558,4,56,2,8,1,3,1,13,1,1,2,3,A,2,2,32,3305608,0
33061,33,4,1,6,32,31,558,4,61,2,1,1,1,1,35,2,2, , ,A,2,2,32,3306101,0
33061,33,4,1,6,32,31,558,4,61,2,2,1,2,2,27,2,1,2,2,C, ,2,32,3306102,0
33061,33,4,1,6,32,31,558,4,61,2,3,1,3,2,10, ,1,3,4,D, ,2,32,3306103,0
33061,33,4,1,6,32,31,558,4,61,2,4,1,3,2,7, ,1,0,1,D, ,2,32,3306104,0
33061,33,4,1,6,32,31,558,4,61,2,5,4,3,1,1, , , , , , ,2,32,3306105,0
33065,33,4,1,6,32,31,558,4,65,2,1,1,1,1,35,2,1,5,5,A,2,2,32,3306501,0
33065,33,4,1,6,32,31,558,4,65,2,2,1,2,2,30,2,1,3,3,C, ,2,32,3306502,0
33065,33,4,1,6,32,31,558,4,65,2,3,1,3,2,10, ,1,5,6,D, ,2,32,3306503,0
33065,33,4,1,6,32,31,558,4,65,2,4,1,3,2,6, ,1,0,1,D, ,2,32,3306504,0
33065,33,4,1,6,32,31,558,4,65,2,5,1,3,2,2, , , , , , ,2,32,3306505,0
33066,33,4,1,6,32,31,558,4,66,2,1,1,1,1,53,2,2, , ,A,2,2,32,3306601,0
33066,33,4,1,6,32,31,558,4,66,2,2,1,2,2,46,2,1,1,2,C, ,2,32,3306602,0
33066,33,4,1,6,32,31,558,4,66,2,3,1,3,1,28,1,1,10,16,AD,2,2,32,3306603,0
33066,33,4,1,6,32,31,558,4,66,2,4,1,3,1,22,2,1,5,5,A,2,2,32,3306604,0
33066,33,4,1,6,32,31,558,4,66,2,5,1,4,2,19,2,1,9,10,C, ,2,32,3306605,0
33066,33,4,1,6,32,31,558,4,66,2,6,1,5,1,9, ,1,0,1,D, ,2,32,3306606,0
33072,33,4,1,6,32,31,558,4,72,2,1,1,1,1,40,2,1,4,5,A,2,2,32,3307201,0
33072,33,4,1,6,32,31,558,4,72,2,2,1,2,2,35,2,2, , ,C, ,5,94,3307202,0
33072,33,4,1,6,32,31,558,4,72,2,3,1,3,2,16,1,2, , ,C, ,2,32,3307203,0
33072,33,4,1,6,32,31,558,4,72,2,4,1,3,2,15,1,1,8,9,D, ,2,32,3307204,0
33072,33,4,1,6,32,31,558,4,72,2,5,1,3,2,8, ,1,2,3,D, ,2,32,3307205,0
33072,33,4,1,6,32,31,558,4,72,2,6,1,3,1,3, , , , , , ,2,32,3307206,0
33077,33,4,1,6,32,31,558,4,77,2,1,1,1,1,53,2,1,16,18,A,2,2,32,3307701,0
33077,33,4,1,6,32,31,558,4,77,2,2,1,2,2,36,2,1,12,13,C, ,2,32,3307702,0
33077,33,4,1,6,32,31,558,4,77,2,3,1,3,1,16,1,1,11,12,D, ,2,32,3307703,0
33077,33,4,1,6,32,31,558,4,77,2,4,1,3,2,14,1,1,9,10,D, ,2,32,3307704,0
33077,33,4,1,6,32,31,558,4,77,2,5,1,6,2,75,3,2, , ,C, ,2,32,3307705,0
33077,33,4,1,6,32,31,558,4,77,2,6,1,9,2,19,2,1,10,10,D, ,2,32,3307706,0
33083,33,4,1,6,32,31,558,4,83,2,1,1,1,1,45,2,1,12,12,A,2,2,32,3308301,0
33083,33,4,1,6,32,31,558,4,83,2,2,1,2,2,35,2,1,10,10,C, ,2,32,3308302,0
33083,33,4,1,6,32,31,558,4,83,2,3,1,3,2,15,1,1,10,11,D, ,2,32,3308303,0
33083,33,4,1,6,32,31,558,4,83,2,4,1,3,1,14,1,1,7,8,D, ,2,32,3308304,0
33083,33,4,1,6,32,31,558,4,83,2,5,4,9,2,75,3,2, , ,C, ,2,32,3308305,0
33086,33,4,1,6,32,31,558,4,86,2,1,1,1,1,38,2,2, , ,A,2,2,32,3308601,0
33086,33,4,1,6,32,31,558,4,86,2,2,1,2,2,27,2,1,5,5,C, ,5,94,3308602,0
33086,33,4,1,6,32,31,558,4,86,2,3,1,3,2,9, ,1,2,3,D, ,2,32,3308603,0
33086,33,4,1,6,32,31,558,4,86,2,4,1,3,2,7, ,1,0,1,D, ,2,32,3308604,0
33086,33,4,1,6,32,31,558,4,86,2,5,1,3,2,2, , , , , , ,2,32,3308605,0
33087,33,4,1,6,32,31,558,4,87,2,1,1,1,1,40,2,1,4,5,A,2,2,32,3308701,0
33087,33,4,1,6,32,31,558,4,87,2,2,1,2,2,35,2,1,5,6,C, ,2,32,3308702,0
33087,33,4,1,6,32,31,558,4,87,2,3,1,3,2,17,1,1,9,10,D, ,2,32,3308703,0
33087,33,4,1,6,32,31,558,4,87,2,4,1,3,1,13,1,1,5,6,D, ,2,32,3308704,0
33087,33,4,1,6,32,31,558,4,87,2,5,1,6,2,70,3,2, , ,C, ,2,32,3308705,0
33092,33,4,1,6,32,31,558,4,92,2,1,2,1,1,37,2,1,10,12,A,1,2,32,3309201,0
33092,33,4,1,6,32,31,558,4,92,2,2,1,2,2,30,2,1,8,9,C, ,2,32,3309202,0
33092,33,4,1,6,32,31,558,4,92,2,3,1,3,1,12,1,1,4,5,D, ,2,32,3309203,0
33092,33,4,1,6,32,31,558,4,92,2,4,1,3,1,4, , , , , , ,2,32,3309204,0
33092,33,4,1,6,32,31,558,4,92,2,5,1,6,1,72,2,1,5,5,E, ,2,32,3309205,0
33092,33,4,1,6,32,31,558,4,92,2,6,1,6,2,65,2,1,4,5,C, ,2,32,3309206,0
33092,33,4,1,6,32,31,558,4,92,2,7,4,9,2,23,2,1,12,13,C, ,5,73,3309207,0
33092,33,4,1,6,32,31,558,4,92,2,8,4,9,2,6, ,2, , ,D, ,2,32,3309208,0
33092,33,4,1,6,32,31,558,4,92,2,9,2,8,1,39,2,1,8,8,A,1,2,32,3309209,0
33097,33,4,1,6,32,31,558,4,97,2,1,1,1,1,57,3,2, , ,A,2,2,32,3309701,0
33097,33,4,1,6,32,31,558,4,97,2,2,1,3,1,29,2,1,9,9,A,2,2,32,3309702,0
33097,33,4,1,6,32,31,558,4,97,2,3,1,3,1,24,1,1,5,5,C, ,2,32,3309703,0
33097,33,4,1,6,32,31,558,4,97,2,4,1,4,2,20,2,1,8,9,C, ,4,94,3309704,0
33097,33,4,1,6,32,31,558,4,97,2,5,1,5,2,2, , , , , , ,2,32,3309705,0
33097,33,4,1,6,32,31,558,4,97,2,6,4,4,2,18,2,1,8,8,A,2,4,51,3309706,0
33102,33,4,1,6,32,31,558,4,102,2,1,1,1,1,38,2,1,10,10,A,2,2,32,3310201,0
33102,33,4,1,6,32,31,558,4,102,2,2,1,2,2,27,2,1,9,10,C, ,2,32,3310202,0
33102,33,4,1,6,32,31,558,4,102,2,3,1,3,2,9, ,1,3,4,D, ,2,32,3310203,0
33102,33,4,1,6,32,31,558,4,102,2,4,1,3,2,0, , , , , , ,5,94,3310204,0
33102,33,4,1,6,32,31,558,4,102,2,5,1,6,2,75,3,2, , ,C, ,5,94,3310205,0
33118,33,4,1,6,32,31,558,4,118,2,1,1,1,1,52,2,1,5,5,A,2,2,32,3311801,0
33118,33,4,1,6,32,31,558,4,118,2,2,1,2,2,42,2,1,5,6,C, ,2,32,3311802,0
33118,33,4,1,6,32,31,558,4,118,2,3,1,3,1,28,2,1,12,13,A,2,2,32,3311803,0
33118,33,4,1,6,32,31,558,4,118,2,4,2,3,1,24,1,1,9,10,A,1,2,32,3311804,0
33118,33,4,1,6,32,31,558,4,118,2,5,1,3,1,22,1,1,10,11,A,2,2,32,3311805,0
33118,33,4,1,6,32,31,558,4,118,2,6,1,4,2,18,2,1,12,12,C, ,5,7,3311806,0
33119,33,4,1,6,32,31,558,4,119,2,1,1,1,1,33,2,1,5,6,A,2,2,32,3311901,0
33119,33,4,1,6,32,31,558,4,119,2,2,1,2,2,24,2,1,5,6,C, ,5,3,3311902,0
33119,33,4,1,6,32,31,558,4,119,2,3,1,6,2,50,3,1,4,5,C, ,5,94,3311903,0
33119,33,4,1,6,32,31,558,4,119,2,4,2,8,1,29,1,1,9,10,A,1,2,32,3311904,0
33119,33,4,1,6,32,31,558,4,119,2,5,1,8,1,23,1,1,5,6,A,2,2,32,3311905,0
33123,33,4,1,6,32,31,558,4,123,2,1,1,1,1,24,2,1,2,3,A,2,2,32,3312301,0
33123,33,4,1,6,32,31,558,4,123,2,2,1,2,2,20,2,1,7,8,C, ,4,62,3312302,0
33123,33,4,1,6,32,31,558,4,123,2,3,1,3,1,1, , , , , , ,2,32,3312303,0
33123,33,4,1,6,32,31,558,4,123,2,4,1,6,1,58,2,1,9,11,A,2,2,32,3312304,0
33123,33,4,1,6,32,31,558,4,123,2,5,1,6,2,50,2,1,3,4,C, ,4,94,3312305,0
33123,33,4,1,6,32,31,558,4,123,2,6,2,8,1,17,1,1,9,10,A,1,2,32,3312306,0
33123,33,4,1,6,32,31,558,4,123,2,7,1,9,2,9, ,1,3,4,D, ,2,32,3312307,0
33129,33,4,1,6,32,31,558,4,129,2,1,1,1,1,32,2,1,5,6,A,2,2,32,3312901,0
33129,33,4,1,6,32,31,558,4,129,2,2,1,2,2,25,2,1,4,6,C, ,5,40,3312902,0
33129,33,4,1,6,32,31,558,4,129,2,3,1,3,1,8, ,1,0,2,D, ,2,32,3312903,0
33129,33,4,1,6,32,31,558,4,129,2,4,1,3,2,5, , , , , , ,2,32,3312904,0
33129,33,4,1,6,32,31,558,4,129,2,5,1,6,1,70,2,2, , ,E, ,2,32,3312905,0
33129,33,4,1,6,32,31,558,4,129,2,6,1,6,2,60,2,2, , ,C, ,2,32,3312906,0
33133,33,4,1,6,32,31,558,4,133,2,1,1,1,1,46,2,1,5,5,C, ,2,32,3313301,0
33133,33,4,1,6,32,31,558,4,133,2,2,1,2,2,38,2,2, , ,C, ,2,32,3313302,0
33133,33,4,1,6,32,31,558,4,133,2,3,1,3,2,20,2,1,7,8,C, ,2,32,3313303,0
33133,33,4,1,6,32,31,558,4,133,2,4,1,4,1,25,2,1,4,5,A,2,2,32,3313304,0
33133,33,4,1,6,32,31,558,4,133,2,5,1,5,1,4, , , , , , ,5,94,3313305,0
33133,33,4,1,6,32,31,558,4,133,2,6,4,3,1,18,1,1,5,5,A,2,2,32,3313306,0
33140,33,4,1,6,32,31,558,4,140,2,1,1,1,1,31,2,1,5,6,A,2,2,32,3314001,0
33140,33,4,1,6,32,31,558,4,140,2,2,1,2,2,25,2,1,10,10,C, ,5,51,3314002,0
33140,33,4,1,6,32,31,558,4,140,2,3,1,3,2,0, , , , , , ,2,32,3314003,0
33140,33,4,1,6,32,31,558,4,140,2,4,1,6,1,61,2,2, , ,E, ,2,32,3314004,0
33140,33,4,1,6,32,31,558,4,140,2,5,1,6,2,51,2,2, , ,C, ,2,32,3314005,0
33140,33,4,1,6,32,31,558,4,140,2,6,1,8,2,18,1,1,11,12,D, ,2,32,3314006,0
33140,33,4,1,6,32,31,558,4,140,2,7,1,9,2,14,1,1,7,8,D, ,2,32,3314007,0
33145,33,4,1,6,32,31,558,4,145,2,1,1,1,1,27,2,2, , ,A,2,2,32,3314501,0
33145,33,4,1,6,32,31,558,4,145,2,2,1,2,2,20,2,1,5,6,C, ,5,54,3314502,0
33145,33,4,1,6,32,31,558,4,145,2,3,1,3,2,0, , , , , , ,2,32,3314503,0
33145,33,4,1,6,32,31,558,4,145,2,4,1,6,1,72,3,2, , ,E, ,2,32,3314504,0
33145,33,4,1,6,32,31,558,4,145,2,5,1,8,1,20,1,1,9,9,A,2,2,32,3314505,0
33150,33,4,1,6,32,31,558,4,150,2,1,1,1,1,54,2,1,2,3,A,2,2,32,3315001,0
33150,33,4,1,6,32,31,558,4,150,2,2,1,2,2,39,2,1,3,3,A,2,4,2,3315002,0
33150,33,4,1,6,32,31,558,4,150,2,3,1,3,1,16,1,1,10,12,D, ,2,32,3315003,0
33150,33,4,1,6,32,31,558,4,150,2,4,1,3,1,13,1,1,7,8,D, ,2,32,3315004,0
33150,33,4,1,6,32,31,558,4,150,2,5,1,3,1,8, ,1,2,3,D, ,2,32,3315005,0
34011,34,4,1,79,76,73,29,2,11,2,1,1,1,1,33,2,1,4,4,A,2,2,76,3401101,0
34011,34,4,1,79,76,73,29,2,11,2,2,1,2,2,31,2,1,8,8,C, ,2,76,3401102,0
34011,34,4,1,79,76,73,29,2,11,2,3,1,3,1,11,1,1,4,5,D, ,2,76,3401103,0
