ZONE,DIVISION,DISTRICT,UPAZILA,UNION,MOUZA,SEGMENT,LISTEDH,HHNO,H03,H04,H06,H07,H08,H09,H10,H11,H12
1,1,6,36,81,356,1,150,1,1,50,9, , ,20000,8,5,3
1,1,6,36,81,356,1,150,2,1,45,10, , ,70000,1,1,1
1,1,6,36,81,356,1,150,3,1,30,9, , ,8000,8,3,3
1,1,6,36,81,356,1,150,4,1,33,4, , ,6000,8,7,3
1,1,6,36,81,356,1,150,5,1,30,9, , ,10000,8,3,3
1,1,6,36,81,356,1,150,6,1,28,5, , ,8000,8,3,3
1,1,6,36,81,356,1,150,7,1,40,11, , ,9000,8,3,3
1,1,6,36,81,356,1,150,8,1,60,6, , ,6000,8,3,3
1,1,6,36,81,356,1,150,9,1,30,6, , ,7000,8,3,3
1,1,6,36,81,356,1,150,10,1,25,11, , ,9000,8,3,3
1,1,6,36,81,356,1,150,11,1,62,1, , ,6000,8,7,3
1,1,6,36,81,356,1,150,12,1,25,6, , ,8000,8,5,3
1,1,6,36,81,356,1,150,13,1,60,4, , ,5000,8,3,3
1,1,6,36,81,356,1,150,14,1,35,6, , ,8000,8,3,3
1,1,6,36,81,356,1,150,15,1,40,1, , ,8000,8,3,3
1,1,6,36,81,356,1,150,16,1,55,1, , ,8000,8,3,3
1,1,6,36,81,356,1,150,17,1,35,1, , ,6000,8,7,3
1,1,6,36,81,356,1,150,18,1,25,6, , ,8000,8,3,3
1,1,6,36,81,356,1,150,19,1,50,6, , ,7000,8,3,3
1,1,6,36,81,356,1,150,20,1,70,9, , ,8000,8,3,3
1,1,6,36,81,356,1,150,21,1,30,9, , ,8000,8,3,3
1,1,6,36,81,356,1,150,22,1,45,1,2, ,9000,8,5,3
1,1,6,36,81,356,1,150,23,1,40,1, , ,8000,8,3,3
1,1,6,36,81,356,1,150,24,1,50,6, , ,9000,8,3,3
1,1,6,36,81,356,1,150,25,1,40,9, , ,8000,8,3,3
1,1,6,36,81,356,1,150,26,1,38,9, , ,10000,8,3,3
1,1,6,36,81,356,1,150,27,1,65,1, , ,8000,8,3,3
1,1,6,36,81,356,1,150,28,1,50,18, , ,8000,8,3,3
1,1,6,36,81,356,1,150,29,1,30,1, , ,7000,8,3,3
1,1,6,36,81,356,1,150,30,1,35,1, , ,7000,8,3,3
1,1,6,36,81,356,1,150,31,1,28,9, , ,10000,8,3,3
1,1,6,36,81,356,1,150,32,1,50,11, , ,15000,8,3,3
1,1,6,36,81,356,1,150,33,1,25,6, , ,8000,8,3,3
1,1,6,36,81,356,1,150,34,1,50,1, , ,7000,8,3,3
1,1,6,36,81,356,1,150,35,1,40,2, , ,8000,8,3,3
1,1,6,36,81,356,1,150,36,1,25,6, , ,10000,8,3,3
1,1,6,36,81,356,1,150,37,1,22,6, , ,8000,8,3,3
1,1,6,36,81,356,1,150,38,1,65,9, , ,8000,8,3,3
1,1,6,36,81,356,1,150,39,1,35,8, , ,10000,8,3,3
1,1,6,36,81,356,1,150,40,1,32,9, , ,8000,8,3,3
1,1,6,36,81,356,1,150,41,1,40,6, , ,7000,8,3,3
1,1,6,36,81,356,1,150,42,1,38,6, , ,7000,8,3,3
1,1,6,36,81,356,1,150,43,1,36,9, , ,10000,8,3,3
1,1,6,36,81,356,1,150,44,1,34,9, , ,9000,8,3,3
1,1,6,36,81,356,1,150,45,1,32,9, , ,10000,8,3,3
1,1,6,36,81,356,1,150,46,1,40,6, , ,6000,8,3,3
1,1,6,36,81,356,1,150,47,1,38,6, , ,7000,8,3,3
1,1,6,36,81,356,1,150,48,1,35,9, , ,10000,8,3,3
1,1,6,36,81,356,1,150,49,1,32,9, , ,9000,8,3,3
1,1,6,36,81,356,1,150,50,1,23,1, , ,6000,8,3,3
1,1,6,36,81,356,1,150,51,1,30,1, , ,8000,8,3,3
1,1,6,36,81,356,1,150,52,1,25,1, , ,7000,8,3,3
1,1,6,36,81,356,1,150,53,1,27,1, , ,8000,8,3,3
1,1,6,36,81,356,1,150,54,1,25,1, , ,7000,8,3,3
1,1,6,36,81,356,1,150,55,1,23,1, , ,6000,8,3,3
1,1,6,36,81,356,1,150,56,1,50,9, , ,8000,8,3,3
1,1,6,36,81,356,1,150,57,1,35,6, , ,7000,8,3,3
1,1,6,36,81,356,1,150,58,1,34,6, , ,6000,8,3,3
1,1,6,36,81,356,1,150,59,1,32,6, , ,8000,8,3,3
1,1,6,36,81,356,1,150,60,1,30,6, , ,9000,8,3,3
1,1,6,36,81,356,1,150,61,1,60,1, , ,9000,8,3,3
1,1,6,36,81,356,1,150,62,1,40,9, , ,15000,8,3,3
1,1,6,36,81,356,1,150,63,1,42,9, , ,10000,8,3,3
1,1,6,36,81,356,1,150,64,1,35,4, , ,6000,8,3,3
1,1,6,36,81,356,1,150,65,1,50,4, , ,7000,8,3,3
1,1,6,36,81,356,1,150,66,1,48,4, , ,8000,8,3,3
1,1,6,36,81,356,1,150,67,1,45,4, , ,5000,8,3,3
1,1,6,36,81,356,1,150,68,1,35,9, , ,10000,8,3,3
1,1,6,36,81,356,1,150,69,1,45,1, , ,8000,8,3,3
1,1,6,36,81,356,1,150,70,1,42,1, , ,6000,8,3,3
1,1,6,36,81,356,1,150,71,1,22,9, , ,10000,8,3,3
1,1,6,36,81,356,1,150,72,1,42,6,1, ,6000,8,3,3
1,1,6,36,81,356,1,150,73,1,32,6,2, ,7000,8,3,3
1,1,6,36,81,356,1,150,74,1,35,6, , ,10000,8,3,3
1,1,6,36,81,356,1,150,75,1,19,1,6, ,8000,8,3,3
1,1,6,36,81,356,1,150,76,1,38,6, , ,5000,8,3,3
1,1,6,36,81,356,1,150,77,1,28,6, , ,5000,8,7,3
1,1,6,36,81,356,1,150,78,1,27,6, , ,6000,8,5,3
1,1,6,36,81,356,1,150,79,1,22,6, , ,5000,8,3,3
1,1,6,36,81,356,1,150,80,1,30,6,1, ,9000,8,3,3
1,1,6,36,81,356,1,150,81,1,32,6, , ,6000,8,3,3
1,1,6,36,81,356,1,150,82,1,48,6, , ,9000,8,3,3
1,1,6,36,81,356,1,150,83,1,52,17,6, ,12000,8,5,3
1,1,6,36,81,356,1,150,84,1,65,1, , ,7000,8,3,3
1,1,6,36,81,356,1,150,85,1,30,1,6, ,20000,8,1,3
1,1,6,36,81,356,1,150,86,1,48,6,1, ,12000,8,3,3
1,1,6,36,81,356,1,150,87,1,55,6,1, ,15000,8,3,3
1,1,6,36,81,356,1,150,88,1,35,6,12, ,3000,8,7,3
1,1,6,36,81,356,1,150,89,1,28,6,1, ,10000,8,3,3
1,1,6,36,81,356,1,150,90,1,32,6, , ,6000,8,5,3
1,1,6,36,81,356,1,150,91,1,32,6,1, ,6000,8,3,3
1,1,6,36,81,356,1,150,92,1,39,9, , ,9000,8,3,3
1,1,6,36,81,356,1,150,93,1,28,6,1, ,5000,8,5,3
1,1,6,36,81,356,1,150,94,1,40,6,1, ,10000,8,3,3
1,1,6,36,81,356,1,150,95,1,55,9, , ,15000,8,3,3
1,1,6,36,81,356,1,150,96,1,31,11, , ,10000,8,3,3
1,1,6,36,81,356,1,150,97,1,30,18, , ,7000,8,3,3
1,1,6,36,81,356,1,150,98,1,34,9,1, ,9000,8,1,3
1,1,6,36,81,356,1,150,99,1,33,6, , ,5000,8,3,3
1,1,6,36,81,356,1,150,100,1,39,11, , ,10000,8,3,3
1,1,6,36,81,356,1,150,101,1,45,1,2, ,7000,8,3,3
1,1,6,36,81,356,1,150,102,1,60,6,2, ,5000,8,3,3
1,1,6,36,81,356,1,150,103,1,25,6, , ,6000,8,3,3
1,1,6,36,81,356,1,150,104,1,38,9, , ,9000,8,3,3
1,1,6,36,81,356,1,150,105,1,35,6,1, ,9000,8,3,3
1,1,6,36,81,356,1,150,106,1,30,6,1, ,6000,8,3,3
1,1,6,36,81,356,1,150,107,1,38,6,1, ,6000,8,3,3
1,1,6,36,81,356,1,150,108,1,55,1, , ,9000,8,3,3
1,1,6,36,81,356,1,150,109,1,52,1, , ,9000,8,3,3
1,1,6,36,81,356,1,150,110,1,60,11,1, ,9000,8,3,3
1,1,6,36,81,356,1,150,111,1,49,1, , ,5000,8,3,3
1,1,6,36,81,356,1,150,112,1,48,1, , ,6000,8,3,3
1,1,6,36,81,356,1,150,113,1,45,6,1, ,5000,8,5,3
1,1,6,36,81,356,1,150,114,1,60,1,6, ,15000,8,3,3
1,1,6,36,81,356,1,150,115,1,28,17, , ,5000,8,3,3
1,1,6,36,81,356,1,150,116,1,29,4,1, ,6000,8,3,3
1,1,6,36,81,356,1,150,117,1,60,1,6, ,8000,8,3,3
1,1,6,36,81,356,1,150,118,1,25,6,1, ,5000,8,5,3
1,1,6,36,81,356,1,150,119,1,20,6,4, ,6000,8,5,3
1,1,6,36,81,356,1,150,120,1,50,2, , ,6000,8,5,3
1,1,6,36,81,356,1,150,121,1,38,1, , ,9000,8,3,3
1,1,6,36,81,356,1,150,122,1,35,6, , ,6000,8,5,3
1,1,6,36,81,356,1,150,123,1,60,1, , ,8000,8,3,3
1,1,6,36,81,356,1,150,124,1,22,9, , ,10000,8,3,3
1,1,6,36,81,356,1,150,125,1,65,1, , ,9000,8,3,3
1,1,6,36,81,356,1,150,126,1,25,6,1, ,6000,8,3,3
1,1,6,36,81,356,1,150,127,1,60,1,2, ,6000,8,3,3
1,1,6,36,81,356,1,150,128,1,60,4, , ,5000,8,7,3
1,1,6,36,81,356,1,150,129,1,40,6, , ,7000,8,3,3
1,1,6,36,81,356,1,150,130,1,25,4, , ,5000,8,3,3
1,1,6,36,81,356,1,150,131,1,30,6, , ,6000,8,3,3
1,1,6,36,81,356,1,150,132,1,35,4, , ,5000,8,3,3
1,1,6,36,81,356,1,150,133,1,62,4, , ,4500,8,7,3
1,1,6,36,81,356,1,150,134,1,28,9,1, ,15000,8,3,3
1,1,6,36,81,356,1,150,135,1,58,1, , ,5000,8,3,3
1,1,6,36,81,356,1,150,136,1,60,1,6, ,6800,8,3,3
1,1,6,36,81,356,1,150,137,1,70,11, , ,5000,8,3,3
1,1,6,36,81,356,1,150,138,1,45,6,1, ,10000,8,3,3
1,1,6,36,81,356,1,150,139,1,45,9,1, ,10000,8,3,3
1,1,6,36,81,356,1,150,140,1,32,6, , ,6000,8,3,3
1,1,6,36,81,356,1,150,141,1,60,1, , ,7000,8,3,3
1,1,6,36,81,356,1,150,142,1,26,6,1, ,5000,8,6,3
1,1,6,36,81,356,1,150,143,1,22,1,6, ,10000,8,3,3
1,1,6,36,81,356,1,150,144,1,65,9,1, ,10000,8,3,3
1,1,6,36,81,356,1,150,145,1,30,11, , ,8000,8,3,3
1,1,6,36,81,356,1,150,146,1,20,1,11, ,20000,8,3,3
1,1,6,36,81,356,1,150,147,1,61,6,1, ,7000,8,3,3
1,1,6,36,81,356,1,150,148,1,35,1,6, ,6000,8,7,3
1,1,6,36,81,356,1,150,149,1,26,6, , ,5000,8,7,3
1,1,6,36,81,356,1,150,150,1,25,9, , ,20000,8,3,3
1,1,6,36,81,470,1,150,1,1,30,2, , ,4000,8,3,3
1,1,6,36,81,470,1,150,2,1,28,2, , ,4500,8,3,3
1,1,6,36,81,470,1,150,3,1,65,2, , ,5000,8,3,3
1,1,6,36,81,470,1,150,4,1,30,6, , ,6000,8,7,3
1,1,6,36,81,470,1,150,5,1,65,6,7, ,8500,8,7,3
1,1,6,36,81,470,1,150,6,1,28,6, , ,7000,8,7,3
1,1,6,36,81,470,1,150,7,1,22,4, , ,4500,8,7,3
1,1,6,36,81,470,1,150,8,1,50,4, , ,4000,8,7,7
1,1,6,36,81,470,1,150,9,1,36,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,10,1,32,6, , ,8000,8,7,3
1,1,6,36,81,470,1,150,11,1,35,6, , ,8000,8,7,3
1,1,6,36,81,470,1,150,12,1,48,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,13,1,30,4, , ,6000,8,7,3
1,1,6,36,81,470,1,150,14,1,55,4, , ,7000,8,3,3
1,1,6,36,81,470,1,150,15,1,40,4, , ,6000,8,7,3
1,1,6,36,81,470,1,150,16,1,55,6, , ,9000,8,7,3
1,1,6,36,81,470,1,150,17,1,28,6, , ,9000,8,7,3
1,1,6,36,81,470,1,150,18,1,36,18, , ,8000,8,5,3
1,1,6,36,81,470,1,150,19,1,55,1,2, ,8000,8,3,3
1,1,6,36,81,470,1,150,20,1,23,6, , ,7000,8,3,3
1,1,6,36,81,470,1,150,21,1,37,6, , ,7000,8,3,3
1,1,6,36,81,470,1,150,22,1,22,6, , ,7000,8,7,3
1,1,6,36,81,470,1,150,23,1,25,6, , ,7000,8,3,3
1,1,6,36,81,470,1,150,24,1,46,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,25,1,48,6, , ,9000,8,7,3
1,1,6,36,81,470,1,150,26,1,28,96, , ,10000,8,5,3
1,1,6,36,81,470,1,150,27,1,60,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,28,1,60,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,29,1,28,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,30,1,23,6, , ,9000,8,7,3
1,1,6,36,81,470,1,150,31,1,50,4, , ,4500,8,7,3
1,1,6,36,81,470,1,150,32,1,32,9, , ,10000,8,3,3
1,1,6,36,81,470,1,150,33,1,48,6, , ,7000,8,3,3
1,1,6,36,81,470,1,150,34,1,54,6, , ,7500,8,3,3
1,1,6,36,81,470,1,150,35,1,46,1, , ,7500,8,5,3
1,1,6,36,81,470,1,150,36,1,63,1, , ,9000,8,5,3
1,1,6,36,81,470,1,150,37,1,28,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,38,1,24,6, , ,7000,8,3,3
1,1,6,36,81,470,1,150,39,1,20,1, , ,9000,8,3,3
1,1,6,36,81,470,1,150,40,1,24,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,41,1,65,1, , ,9000,8,3,3
1,1,6,36,81,470,1,150,42,1,32,11, , ,8000,8,3,3
1,1,6,36,81,470,1,150,43,1,31,1, , ,6500,8,3,3
1,1,6,36,81,470,1,150,44,1,70,1, , ,7000,8,3,3
1,1,6,36,81,470,1,150,45,1,25,9, , ,8000,8,3,3
1,1,6,36,81,470,1,150,46,1,23,1, , ,9000,8,3,3
1,1,6,36,81,470,1,150,47,1,20,9, , ,10000,8,3,3
1,1,6,36,81,470,1,150,48,1,28,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,49,1,61,1, , ,7500,8,3,3
1,1,6,36,81,470,1,150,50,1,37,1, , ,8000,8,3,3
1,1,6,36,81,470,1,150,51,1,28,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,52,1,30,6, , ,90000,8,7,3
1,1,6,36,81,470,1,150,53,1,50,1, , ,7500,8,3,3
1,1,6,36,81,470,1,150,54,1,22,6, , ,7000,8,3,3
1,1,6,36,81,470,1,150,55,1,55,6, , ,8000,8,7,3
1,1,6,36,81,470,1,150,56,1,42,9, , ,9500,8,3,3
1,1,6,36,81,470,1,150,57,1,23,6, , ,8000,8,7,3
1,1,6,36,81,470,1,150,58,1,26,6, , ,8000,8,5,3
1,1,6,36,81,470,1,150,59,1,22,6, , ,8000,8,5,3
1,1,6,36,81,470,1,150,60,1,29,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,61,1,28,9, , ,10000,8,7,3
1,1,6,36,81,470,1,150,62,1,46,6, , ,9000,8,3,3
1,1,6,36,81,470,1,150,63,1,65,6, , ,9000,8,3,3
1,1,6,36,81,470,1,150,64,1,60,4, , ,7000,8,3,3
1,1,6,36,81,470,1,150,65,1,27,6, , ,7500,8,3,3
1,1,6,36,81,470,1,150,66,1,32,6, , ,7500,8,3,3
1,1,6,36,81,470,1,150,67,1,65,6, , ,8000,8,7,3
1,1,6,36,81,470,1,150,68,1,29,6, , ,7000,8,7,3
1,1,6,36,81,470,1,150,69,1,26,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,70,1,45,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,71,1,33,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,72,1,45,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,73,1,60,6,1, ,7000,8,7,3
1,1,6,36,81,470,1,150,74,1,36,6, , ,5000,8,5,3
1,1,6,36,81,470,1,150,75,1,33,6, , ,5000,8,3,3
1,1,6,36,81,470,1,150,76,1,30,6, , ,6000,8,7,3
1,1,6,36,81,470,1,150,77,1,60,2, , ,6000,8,7,7
1,1,6,36,81,470,1,150,78,1,40,96, , ,2500,8,7,3
1,1,6,36,81,470,1,150,79,1,29,9,1, ,20000,8,3,3
1,1,6,36,81,470,1,150,80,1,45,17, , ,10000,8,3,3
1,1,6,36,81,470,1,150,81,1,25,6, , ,8000,8,3,3
1,1,6,36,81,470,1,150,82,1,29,6, , ,5500,8,3,3
1,1,6,36,81,470,1,150,83,1,32,6,4, ,5000,8,3,3
1,1,6,36,81,470,1,150,84,1,25,9,6, ,15000,8,3,3
1,1,6,36,81,470,1,150,85,1,32,9, , ,10000,8,3,3
1,1,6,36,81,470,1,150,86,1,23,96, , ,7000,8,3,3
1,1,6,36,81,470,1,150,87,1,33,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,88,1,37,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,89,1,19,6,1, ,10000,8,3,3
1,1,6,36,81,470,1,150,90,1,50,6, , ,7000,8,3,3
1,1,6,36,81,470,1,150,91,1,30,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,92,1,25,6, , ,5500,8,3,3
1,1,6,36,81,470,1,150,93,1,45,1,6, ,6000,8,3,3
1,1,6,36,81,470,1,150,94,1,25,6,1, ,6000,8,3,3
1,1,6,36,81,470,1,150,95,1,36,6,1, ,6000,8,3,3
1,1,6,36,81,470,1,150,96,1,22,6,9, ,10000,8,3,3
1,1,6,36,81,470,1,150,97,1,26,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,98,1,28,6, , ,5000,8,7,3
1,1,6,36,81,470,1,150,99,1,45,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,100,1,43,6,1, ,10000,8,3,3
1,1,6,36,81,470,1,150,101,1,50,6,1, ,8000,8,3,3
1,1,6,36,81,470,1,150,102,1,40,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,103,1,36,1, , ,5000,8,3,3
1,1,6,36,81,470,1,150,104,1,32,6,1, ,6000,8,3,3
1,1,6,36,81,470,1,150,105,1,40,6, , ,2000,8,3,3
1,1,6,36,81,470,1,150,106,1,55,6, , ,6000,8,7,3
1,1,6,36,81,470,1,150,107,1,25,6,11, ,12000,8,3,3
1,1,6,36,81,470,1,150,108,1,46,6,9, ,6000,8,3,3
1,1,6,36,81,470,1,150,109,1,65,9,1, ,10000,8,3,3
1,1,6,36,81,470,1,150,110,1,31,6, , ,5000,8,3,3
1,1,6,36,81,470,1,150,111,1,38,9,1, ,8000,8,3,3
1,1,6,36,81,470,1,150,112,1,33,1,4, ,4000,8,3,3
1,1,6,36,81,470,1,150,113,1,20,1,4, ,5000,8,3,3
1,1,6,36,81,470,1,150,114,1,25,1,6, ,6000,8,3,3
1,1,6,36,81,470,1,150,115,1,48,1, , ,4500,8,3,3
1,1,6,36,81,470,1,150,116,1,48,1, , ,1500,8,3,3
1,1,6,36,81,470,1,150,117,1,23,11,1, ,10000,8,3,3
1,1,6,36,81,470,1,150,118,1,24,1, , ,5000,8,3,3
1,1,6,36,81,470,1,150,119,1,32,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,120,1,70,8,4, ,6000,8,3,3
1,1,6,36,81,470,1,150,121,1,40,18,1, ,6000,8,3,3
1,1,6,36,81,470,1,150,122,1,19,9, , ,7000,8,3,3
1,1,6,36,81,470,1,150,123,1,18,1,6, ,5000,8,3,3
1,1,6,36,81,470,1,150,124,1,30,6,1, ,7000,8,3,3
1,1,6,36,81,470,1,150,125,1,25,6,1, ,6000,8,3,3
1,1,6,36,81,470,1,150,126,1,33,96, , ,3000,8,7,3
1,1,6,36,81,470,1,150,127,1,65,4, , ,5000,8,7,3
1,1,6,36,81,470,1,150,128,1,32,6,4, ,5000,8,7,3
1,1,6,36,81,470,1,150,129,1,35,6, , ,6000,8,5,3
1,1,6,36,81,470,1,150,130,1,55,1, , ,5000,8,3,3
1,1,6,36,81,470,1,150,131,1,60,1, , ,6000,8,3,3
1,1,6,36,81,470,1,150,132,1,30,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,133,1,27,6, , ,4000,8,7,3
1,1,6,36,81,470,1,150,134,1,42,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,135,1,28,6, , ,5000,8,5,3
1,1,6,36,81,470,1,150,136,1,40,9, , ,7000,8,1,3
1,1,6,36,81,470,1,150,137,1,45,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,138,1,80,4, , ,3000,8,7,3
1,1,6,36,81,470,1,150,139,1,35,1, , ,4000,8,3,3
1,1,6,36,81,470,1,150,140,1,30,6,1, ,3000,8,3,3
1,1,6,36,81,470,1,150,141,1,25,6,1, ,4500,8,3,3
1,1,6,36,81,470,1,150,142,1,45,6,1, ,5000,8,3,3
1,1,6,36,81,470,1,150,143,1,34,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,144,1,42,96, , ,3000,8,5,3
1,1,6,36,81,470,1,150,145,1,42,6, , ,6000,8,3,3
1,1,6,36,81,470,1,150,146,1,45,6, , ,5500,8,3,3
1,1,6,36,81,470,1,150,147,1,35,6,1, ,6000,8,3,3
1,1,6,36,81,470,1,150,148,1,50,6, , ,5000,8,3,3
1,1,6,36,81,470,1,150,149,1,50,6,1, ,8000,8,3,3
1,1,6,36,81,470,1,150,150,1,52,1, , ,30000,8,3,3
1,1,6,36,81,672,2,150,1,1,30,1, , ,7000,8,3,3
1,1,6,36,81,672,2,150,2,1,22,1, , ,10000,8,3,3
1,1,6,36,81,672,2,150,3,1,35,1, , ,6000,8,3,3
1,1,6,36,81,672,2,150,4,1,45,9, , ,9000,8,3,3
1,1,6,36,81,672,2,150,5,1,50,6, , ,8000,8,3,3
1,1,6,36,81,672,2,150,6,1,70,1, , ,6000,8,3,3
1,1,6,36,81,672,2,150,7,1,22,1,6, ,12000,8,3,3
1,1,6,36,81,672,2,150,8,1,28,6, , ,7000,8,3,3
1,1,6,36,81,672,2,150,9,1,24,6, , ,8000,8,3,3
1,1,6,36,81,672,2,150,10,1,21,6, , ,6000,8,7,3
1,1,6,36,81,672,2,150,11,1,45,6, , ,6000,8,7,3
1,1,6,36,81,672,2,150,12,1,34,1, , ,10000,8,3,3
1,1,6,36,81,672,2,150,13,1,35,6, , ,8000,8,5,3
1,1,6,36,81,672,2,150,14,1,45,4, , ,5000,8,7,3
1,1,6,36,81,672,2,150,15,1,35,9, , ,9000,8,7,3
1,1,6,36,81,672,2,150,16,1,37,4, , ,8000,8,3,3
1,1,6,36,81,672,2,150,17,1,59,1, , ,2000,8,5,3
1,1,6,36,81,672,2,150,18,1,55,9, , ,8000,8,3,3
1,1,6,36,81,672,2,150,19,1,40,9, , ,10000,8,3,3
1,1,6,36,81,672,2,150,20,1,70,9, , ,10000,8,3,3
1,1,6,36,81,672,2,150,21,1,60,9, , ,8000,8,5,3
1,1,6,36,81,672,2,150,22,1,45,1, , ,9000,8,5,3
1,1,6,36,81,672,2,150,23,1,40,9, , ,10000,8,5,3
1,1,6,36,81,672,2,150,24,1,30,9, , ,12000,8,5,3
1,1,6,36,81,672,2,150,25,1,40,1,6, ,15000,8,5,3
1,1,6,36,81,672,2,150,26,1,35,9, , ,9000,8,5,3
1,1,6,36,81,672,2,150,27,1,40,6, , ,8000,8,7,3
1,1,6,36,81,672,2,150,28,1,35,6, , ,7000,8,5,3
1,1,6,36,81,672,2,150,29,1,22,6, , ,8000,8,3,3
1,1,6,36,81,672,2,150,30,1,35,6, , ,9000,8,3,3
1,1,6,36,81,672,2,150,31,1,45,6, , ,8000,8,3,3
1,1,6,36,81,672,2,150,32,1,25,6, , ,9000,8,7,3
1,1,6,36,81,672,2,150,33,1,35,6, , ,7000,8,5,3
1,1,6,36,81,672,2,150,34,1,50,13, , ,4000,8,7,3
1,1,6,36,81,672,2,150,35,1,51,6, , ,9000,8,7,3
1,1,6,36,81,672,2,150,36,1,30,11, , ,10000,8,3,3
1,1,6,36,81,672,2,150,37,1,60,1, , ,6000,8,3,3
1,1,6,36,81,672,2,150,38,1,35,2, , ,5000,8,3,3
1,1,6,36,81,672,2,150,39,1,30,6, , ,7000,8,3,3
1,1,6,36,81,672,2,150,40,1,45,1,6, ,15000,8,3,3
1,1,6,36,81,672,2,150,41,1,95,1, , ,3500,8,7,3
1,1,6,36,81,672,2,150,42,1,28,6, , ,8000,8,3,3
1,1,6,36,81,672,2,150,43,1,40,6, , ,7000,8,3,3
1,1,6,36,81,672,2,150,44,1,30,11, , ,10000,8,3,3
1,1,6,36,81,672,2,150,45,1,55,1,6, ,8000,8,3,3
1,1,6,36,81,672,2,150,46,1,24,6, , ,6500,8,3,3
1,1,6,36,81,672,2,150,47,1,30,6, , ,8000,8,3,3
1,1,6,36,81,672,2,150,48,1,60,1,6, ,10000,8,3,3
1,1,6,36,81,672,2,150,49,1,40,6, , ,5000,8,7,3
1,1,6,36,81,672,2,150,50,1,35,96, , ,10000,8,7,3
1,1,6,36,81,672,2,150,51,1,25,1, , ,6000,8,3,3
1,1,6,36,81,672,2,150,52,1,20,6, , ,8000,8,5,3
1,1,6,36,81,672,2,150,53,1,25,4, , ,5000,8,5,3
1,1,6,36,81,672,2,150,54,1,32,2, , ,6000,8,7,3
1,1,6,36,81,672,2,150,55,1,25,1, , ,8000,8,3,3
1,1,6,36,81,672,2,150,56,1,40,1, , ,9000,8,3,3
1,1,6,36,81,672,2,150,57,1,38,1, , ,9000,8,5,3
1,1,6,36,81,672,2,150,58,1,50,96, , ,2500,8,3,3
1,1,6,36,81,672,2,150,59,1,40,4, , ,6500,8,3,3
1,1,6,36,81,672,2,150,60,1,27,4, , ,6000,8,7,3
1,1,6,36,81,672,2,150,61,1,65,1, , ,7000,8,5,3
1,1,6,36,81,672,2,150,62,1,32,6, , ,8000,8,3,3
1,1,6,36,81,672,2,150,63,1,30,6, , ,8000,8,3,3
1,1,6,36,81,672,2,150,64,1,32,6, , ,8000,8,3,3
1,1,6,36,81,672,2,150,65,1,60,9, , ,7500,8,3,3
1,1,6,36,81,672,2,150,66,1,32,6, , ,7000,8,3,3
1,1,6,36,81,672,2,150,67,1,60,9, , ,12000,8,3,3
1,1,6,36,81,672,2,150,68,1,32,9, , ,25000,8,3,3
1,1,6,36,81,672,2,150,69,1,40,1,6, ,10000,8,5,3
1,1,6,36,81,672,2,150,70,1,50,96, , ,10000,1,1,3
1,1,6,36,81,672,2,150,71,1,27,10, , ,60000,8,3,3
1,1,6,36,81,672,2,150,72,1,35,6,9, ,15000,8,3,3
1,1,6,36,81,672,2,150,73,1,55,6,1, ,6000,8,7,3
1,1,6,36,81,672,2,150,74,1,35,6,1, ,6000,8,3,3
1,1,6,36,81,672,2,150,75,1,25,1,6, ,7000,8,3,3
1,1,6,36,81,672,2,150,76,1,22,6,1, ,10000,8,3,3
1,1,6,36,81,672,2,150,77,1,45,1, , ,5000,8,3,3
1,1,6,36,81,672,2,150,78,1,50,9, , ,10000,8,3,3
1,1,6,36,81,672,2,150,79,1,25,11,6,1,20000,8,3,3
1,1,6,36,81,672,2,150,80,1,30,6,1, ,7000,8,7,7
1,1,6,36,81,672,2,150,81,1,30,1,6, ,12000,8,3,3
1,1,6,36,81,672,2,150,82,1,50,2,6, ,20000,8,3,3
1,1,6,36,81,672,2,150,83,1,22,6, , ,6000,8,3,3
1,1,6,36,81,672,2,150,84,1,30,6,1, ,7000,8,3,3
